n,strategy_name,order_hash,order_compact,dataset_source,ppo_version,is_ppo,candidate_source,ppo_checkpoint,ppo_seed,predicted_lex_primary_score,predicted_u2_guarded_score,final_v03_score,partial_training_caveat,teacher_metrics_extracted,teacher_validation_status,source_metric_file,u2_range,peeq_max,surface_t_proxy,mises_max,final_step_name,final_frame_time,extracted_field_names,completion_status,odb_extraction_status
40,PPOV01_N40_B03_surrogate_top,b63f604e997672fc,"11,1,3,15,37,29,21,23,31,35,33,27,39,25,13,17,19,9,7,5,0,6,20,30,36,22,24,26,32,34,38,28,18,14,16,4,2,8,12,10",ppo_v01_batch32,v01,True,PPO_checkpoint_inference,,,,,,,True,PASS_TEACHER_FIELDS_EXTRACTED,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_rl_lam_fea_addendum_v01\stageI_final_ppo_evidence_freeze\frozen_tables\FROZEN_PPO_batch32_teacher_metrics.csv,0.0005280987975311,0.1539924144744873,586021120.0,579925568.0,,,,,
40,PPOV01_N40_B04_surrogate_top,e93f64804bdaeb41,"11,1,3,15,21,17,37,39,29,31,35,13,23,27,25,33,19,9,0,5,7,20,24,32,26,34,22,38,36,30,28,8,6,4,16,18,12,14,10,2",ppo_v01_batch32,v01,True,PPO_checkpoint_inference,,,,,,,True,PASS_TEACHER_FIELDS_EXTRACTED,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_rl_lam_fea_addendum_v01\stageI_final_ppo_evidence_freeze\frozen_tables\FROZEN_PPO_batch32_teacher_metrics.csv,0.0005660728279508,0.154437705874443,582664128.0,579926848.0,,,,,
40,PPOV01_N40_B05_diverse_tophalf,88295961bef21668,"11,3,1,21,15,27,39,35,25,37,31,29,19,23,33,17,7,13,5,0,9,30,20,24,32,38,28,34,36,26,22,16,6,8,12,4,2,14,18,10",ppo_v01_batch32,v01,True,PPO_checkpoint_inference,,,,,,,True,PASS_TEACHER_FIELDS_EXTRACTED,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_rl_lam_fea_addendum_v01\stageI_final_ppo_evidence_freeze\frozen_tables\FROZEN_PPO_batch32_teacher_metrics.csv,0.0007052463110994,0.1539645344018936,582896768.0,579925504.0,,,,,
40,PPOV01_N40_B06_diverse_tophalf,d8b811f462e44e1f,"11,1,15,3,39,21,23,17,27,37,31,35,33,29,25,19,13,7,5,0,6,9,20,22,24,30,32,36,34,26,38,28,14,18,4,2,8,10,12,16",ppo_v01_batch32,v01,True,PPO_checkpoint_inference,,,,,,,True,PASS_TEACHER_FIELDS_EXTRACTED,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_rl_lam_fea_addendum_v01\stageI_final_ppo_evidence_freeze\frozen_tables\FROZEN_PPO_batch32_teacher_metrics.csv,0.0005497977463164,0.1537813395261764,585889088.0,579926528.0,,,,,
40,PPOV01_N40_B07_novelty_tophalf,a5ecd0c8859debb5,"11,1,3,27,15,21,37,39,33,31,35,23,25,29,17,19,9,5,0,7,13,28,36,38,22,24,20,32,30,34,26,18,6,16,14,12,4,8,10,2",ppo_v01_batch32,v01,True,PPO_checkpoint_inference,,,,,,,True,PASS_TEACHER_FIELDS_EXTRACTED,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_rl_lam_fea_addendum_v01\stageI_final_ppo_evidence_freeze\frozen_tables\FROZEN_PPO_batch32_teacher_metrics.csv,0.000474216584962,0.154445469379425,583564800.0,579925696.0,,,,,
40,PPOV01_N40_B08_stochastic_highreward,2ea5741bff7be54f,"11,3,1,15,21,29,35,23,37,39,31,33,19,17,25,27,32,13,9,0,7,5,20,22,38,36,34,26,24,30,28,6,18,10,16,14,4,2,8,12",ppo_v01_batch32,v01,True,PPO_checkpoint_inference,,,,,,,True,PASS_TEACHER_FIELDS_EXTRACTED,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_rl_lam_fea_addendum_v01\stageI_final_ppo_evidence_freeze\frozen_tables\FROZEN_PPO_batch32_teacher_metrics.csv,0.0005359142433007,0.1599127948284149,584465408.0,579926720.0,,,,,
24,PPOV02_N24_B01_deterministic,ff37fba1e29bb951,"21,17,3,7,9,13,5,1,11,15,19,23,0,2,18,20,22,4,8,10,12,14,6,16",ppo_v02K2_batch32,v02K2,True,PPO_v02K2_checkpoint_inference,,,,,0.6379732442250574,,True,PASS_TEACHER_FIELDS_EXTRACTED,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_rl_lam_fea_addendum_v02_targeted_N24_N40\stageM_ODB_teacher_metric_extraction\stageM_v02K2_teacher_metrics.csv,0.0001373703046283,0.1570048183202743,582478464.0,579943296.0,,,,,
24,PPOV02_N24_B02_conservative_top,0ff174d17e9a1393,"21,17,3,7,9,13,1,5,11,15,19,23,0,2,18,20,22,4,8,10,12,14,6,16",ppo_v02K2_batch32,v02K2,True,PPO_v02K2_checkpoint_inference,,,,,0.6500268544277213,,True,PASS_TEACHER_FIELDS_EXTRACTED,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_rl_lam_fea_addendum_v02_targeted_N24_N40\stageM_ODB_teacher_metric_extraction\stageM_v02K2_teacher_metrics.csv,0.0001405746613727,0.1568506360054016,582553984.0,579944192.0,,,,,
24,PPOV02_N24_B03_conservative_top,c8f6c3a9e447340c,"21,17,3,7,9,13,1,5,11,15,19,23,0,2,18,20,22,4,8,10,12,14,16,6",ppo_v02K2_batch32,v02K2,True,PPO_v02K2_checkpoint_inference,,,,,0.6500016411241781,,True,PASS_TEACHER_FIELDS_EXTRACTED,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_rl_lam_fea_addendum_v02_targeted_N24_N40\stageM_ODB_teacher_metric_extraction\stageM_v02K2_teacher_metrics.csv,0.0001253161628937,0.1559049040079116,582563008.0,579944192.0,,,,,
24,PPOV02_N24_B04_conservative_top,25710a3b8b1e15d8,"21,17,3,7,9,13,1,5,11,15,19,23,0,2,18,20,22,4,8,10,12,6,14,16",ppo_v02K2_batch32,v02K2,True,PPO_v02K2_checkpoint_inference,,,,,0.6482882321571113,,True,PASS_TEACHER_FIELDS_EXTRACTED,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_rl_lam_fea_addendum_v02_targeted_N24_N40\stageM_ODB_teacher_metric_extraction\stageM_v02K2_teacher_metrics.csv,0.0001418486497186,0.1580588072538375,582541824.0,579944256.0,,,,,
24,PPOV02_N24_B05_conservative_top,c24bc45fe2056c79,"21,17,7,3,9,13,5,1,11,15,23,19,0,2,18,20,22,4,8,10,12,14,6,16",ppo_v02K2_batch32,v02K2,True,PPO_v02K2_checkpoint_inference,,,,,0.6390767891815406,,True,PASS_TEACHER_FIELDS_EXTRACTED,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_rl_lam_fea_addendum_v02_targeted_N24_N40\stageM_ODB_teacher_metric_extraction\stageM_v02K2_teacher_metrics.csv,0.0001512951259883,0.1581601947546005,582413952.0,579944192.0,,,,,
24,PPOV02_N24_B06_conservative_top,5a3e5b67b567e659,"21,17,7,3,9,13,5,1,11,15,19,23,0,2,18,20,22,4,8,10,12,14,16,6",ppo_v02K2_batch32,v02K2,True,PPO_v02K2_checkpoint_inference,,,,,0.639070100039858,,True,PASS_TEACHER_FIELDS_EXTRACTED,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_rl_lam_fea_addendum_v02_targeted_N24_N40\stageM_ODB_teacher_metric_extraction\stageM_v02K2_teacher_metrics.csv,0.0001312723863975,0.1560669243335724,582418432.0,579944192.0,,,,,
24,PPOV02_N24_B07_conservative_top,d8c8080ed994dc75,"21,17,7,3,9,13,5,1,11,15,19,23,0,2,18,20,22,4,8,10,12,14,6,16",ppo_v02K2_batch32,v02K2,True,PPO_v02K2_checkpoint_inference,,,,,0.6387758045139915,,True,PASS_TEACHER_FIELDS_EXTRACTED,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_rl_lam_fea_addendum_v02_targeted_N24_N40\stageM_ODB_teacher_metric_extraction\stageM_v02K2_teacher_metrics.csv,0.0001466702935886,0.1569990962743759,582414528.0,579943296.0,,,,,
24,PPOV02_N24_B08_conservative_top,2016af1b67bc04b5,"21,17,3,7,9,13,5,1,11,15,19,23,0,2,18,20,22,4,8,10,12,14,16,6",ppo_v02K2_batch32,v02K2,True,PPO_v02K2_checkpoint_inference,,,,,0.6379882652362484,,True,PASS_TEACHER_FIELDS_EXTRACTED,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_rl_lam_fea_addendum_v02_targeted_N24_N40\stageM_ODB_teacher_metric_extraction\stageM_v02K2_teacher_metrics.csv,0.0001219500038587,0.1558585613965988,582482496.0,579944192.0,,,,,
24,PPOV02_N24_B09_diverse_tophalf,ff6181ae5f5a3b35,"21,3,17,7,13,9,5,11,1,15,23,19,20,0,2,18,22,4,8,10,12,14,6,16",ppo_v02K2_batch32,v02K2,True,PPO_v02K2_checkpoint_inference,,,,,0.6308376114450673,,True,PASS_TEACHER_FIELDS_EXTRACTED,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_rl_lam_fea_addendum_v02_targeted_N24_N40\stageM_ODB_teacher_metric_extraction\stageM_v02K2_teacher_metrics.csv,0.0001511850073256,0.1584213674068451,582500800.0,579944128.0,,,,,
24,PPOV02_N24_B10_diverse_tophalf,47760e25947f63f9,"21,3,17,9,7,13,5,1,11,15,19,23,0,2,18,20,22,8,10,12,4,6,14,16",ppo_v02K2_batch32,v02K2,True,PPO_v02K2_checkpoint_inference,,,,,0.6356392439556197,,True,PASS_TEACHER_FIELDS_EXTRACTED,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_rl_lam_fea_addendum_v02_targeted_N24_N40\stageM_ODB_teacher_metric_extraction\stageM_v02K2_teacher_metrics.csv,0.0001572077326272,0.1567660719156265,582435264.0,579943296.0,,,,,
24,PPOV02_N24_B11_diverse_tophalf,0c749c8bf0d90074,"21,17,3,9,7,13,15,1,5,11,19,23,18,0,2,22,20,4,8,10,12,14,6,16",ppo_v02K2_batch32,v02K2,True,PPO_v02K2_checkpoint_inference,,,,,0.6303504529920838,,True,PASS_TEACHER_FIELDS_EXTRACTED,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_rl_lam_fea_addendum_v02_targeted_N24_N40\stageM_ODB_teacher_metric_extraction\stageM_v02K2_teacher_metrics.csv,0.0001355442798285,0.1595543026924133,582466368.0,579943296.0,,,,,
24,PPOV02_N24_B12_diverse_tophalf,3995ed2b0c2db6cc,"21,3,17,7,9,13,5,1,11,23,15,19,0,2,18,22,20,4,8,10,12,6,14,16",ppo_v02K2_batch32,v02K2,True,PPO_v02K2_checkpoint_inference,,,,,0.6320727907972225,,True,PASS_TEACHER_FIELDS_EXTRACTED,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_rl_lam_fea_addendum_v02_targeted_N24_N40\stageM_ODB_teacher_metric_extraction\stageM_v02K2_teacher_metrics.csv,0.0001403370131356,0.1574152559041977,582492352.0,579944192.0,,,,,
24,PPOV02_N24_B13_diverse_tophalf,12d8d508bf9c0aa0,"21,3,7,17,9,13,5,11,1,19,15,23,0,2,18,4,20,22,8,10,12,14,6,16",ppo_v02K2_batch32,v02K2,True,PPO_v02K2_checkpoint_inference,,,,,0.6318415479184212,,True,PASS_TEACHER_FIELDS_EXTRACTED,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_rl_lam_fea_addendum_v02_targeted_N24_N40\stageM_ODB_teacher_metric_extraction\stageM_v02K2_teacher_metrics.csv,0.0001307263842136,0.1622798889875412,582223488.0,579944192.0,,,,,
24,PPOV02_N24_B14_novelty_tophalf,e9785cdd94f93113,"21,17,7,3,13,9,5,1,11,15,19,23,0,2,18,20,22,4,8,10,12,6,14,16",ppo_v02K2_batch32,v02K2,True,PPO_v02K2_checkpoint_inference,,,,,0.6366791768547079,,True,PASS_TEACHER_FIELDS_EXTRACTED,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_rl_lam_fea_addendum_v02_targeted_N24_N40\stageM_ODB_teacher_metric_extraction\stageM_v02K2_teacher_metrics.csv,0.0001495309904839,0.1570644378662109,582398400.0,579943360.0,,,,,
24,PPOV02_N24_B15_novelty_tophalf,0b587b2305dd8692,"21,9,17,3,7,13,5,1,11,15,19,23,0,2,18,20,22,4,8,10,12,6,14,16",ppo_v02K2_batch32,v02K2,True,PPO_v02K2_checkpoint_inference,,,,,0.6300114696241449,,True,PASS_TEACHER_FIELDS_EXTRACTED,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_rl_lam_fea_addendum_v02_targeted_N24_N40\stageM_ODB_teacher_metric_extraction\stageM_v02K2_teacher_metrics.csv,0.0001557411108024,0.1584829539060592,582389120.0,579943360.0,,,,,
24,PPOV02_N24_B16_novelty_tophalf,c13cf1f80061e36e,"21,3,17,7,9,13,5,1,11,15,19,23,0,2,18,20,22,4,8,6,12,10,14,16",ppo_v02K2_batch32,v02K2,True,PPO_v02K2_checkpoint_inference,,,,,0.6298483452884668,,True,PASS_TEACHER_FIELDS_EXTRACTED,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_rl_lam_fea_addendum_v02_targeted_N24_N40\stageM_ODB_teacher_metric_extraction\stageM_v02K2_teacher_metrics.csv,9.453498660150216e-05,0.1568864583969116,582455296.0,579944256.0,,,,,
