step,i,j,s_new,rank_i,rank_j
295,16,4,0.680484250969,8,12
296,4,16,0.680484250969,12,8
297,12,18,0.680484108756,2,24
298,18,12,0.680484108756,24,2
299,17,9,0.678186611579,9,11
300,9,17,0.678186611579,11,9
301,13,11,0.678186516449,3,21
302,11,13,0.678186516449,21,3
303,8,8,0.677419,10,10
304,24,1,0.677034844023,6,15
305,1,24,0.677034844023,15,6
306,12,19,0.67549598766,2,25
307,19,12,0.67549598766,25,2
308,20,7,0.673953856914,4,19
309,7,20,0.673953856914,19,4
310,21,3,0.673567772555,5,17
311,3,21,0.673567772555,17,5
312,12,22,0.67124631469,2,26
313,22,12,0.67124631469,26,2
314,25,0,0.670858816376,7,14
315,0,25,0.670858816376,14,7
316,13,14,0.670858720206,3,22
317,14,13,0.670858720206,22,3
318,12,23,0.667749188834,2,27
319,23,12,0.667749188834,27,2
320,16,5,0.666189222462,8,13
321,5,16,0.666189222462,13,8
322,24,2,0.665016676498,6,16
323,2,24,0.665016676498,16,6
324,20,10,0.665016627991,4,20
325,10,20,0.665016627991,20,4
326,12,26,0.66501648247,2,28
327,26,12,0.66501648247,28,2
328,13,15,0.664233748333,3,23
329,15,13,0.664233748333,23,3
330,17,4,0.663057890285,9,12
331,4,17,0.663057890285,12,9
332,21,6,0.663057841634,5,18
333,6,21,0.663057841634,18,5
334,12,27,0.663057647033,2,29
335,27,12,0.663057647033,29,2
336,12,30,0.661879553382,2,30
337,30,12,0.661879553382,30,2
338,8,9,0.661486665581,10,11
339,9,8,0.661486665581,11,10
340,12,31,0.661486372985,2,31
341,31,12,0.661486372985,31,2
342,13,18,0.658332819277,3,24
343,18,13,0.658332819277,24,3
344,25,1,0.657937666459,7,15
345,1,25,0.657937666459,15,7
346,20,11,0.656750339417,4,21
347,11,20,0.656750339417,21,4
348,24,3,0.653573835603,6,17
349,3,24,0.653573835603,17,6
350,21,7,0.653175655582,5,19
351,7,21,0.653175655582,19,5
352,13,19,0.653175556809,3,25
353,19,13,0.653175556809,25,3
354,16,0,0.652378665345,8,14
355,0,16,0.652378665345,14,8
356,20,14,0.649180621791,4,22
357,14,20,0.649180621791,22,4
358,13,22,0.648779695777,3,26
359,22,13,0.648779695777,26,3
360,17,5,0.648378770609,9,13
361,5,17,0.648378770609,13,9
362,8,4,0.64596694535,10,12
363,4,8,0.64596694535,12,10
364,25,2,0.645564073462,7,16
365,2,25,0.645564073462,16,7
366,9,9,0.645161,11,11
367,13,23,0.6451608,3,27
368,23,13,0.6451608,27,3
369,21,10,0.643950115538,5,20
370,10,21,0.643950115538,20,5
371,24,6,0.64273705021,6,18
372,6,24,0.64273705021,18,6
373,20,15,0.642332102309,4,23
374,15,20,0.642332102309,23,4
375,13,26,0.642332001869,3,28
376,26,13,0.642332001869,28,3
377,13,27,0.640303773187,3,29
378,27,13,0.640303773187,29,3
379,16,1,0.639083988559,8,15
380,1,16,0.639083988559,15,8
381,13,30,0.639083736183,3,30
382,30,13,0.639083736183,30,3
383,13,31,0.638676522438,3,31
384,31,13,0.638676522438,31,3
385,20,18,0.636228070875,4,24
386,18,20,0.636228070875,24,4
387,21,11,0.635409823752,5,21
388,11,21,0.635409823752,21,5
389,17,0,0.634180473563,9,14
390,0,17,0.634180473563,14,9
391,25,3,0.633770109353,7,17
392,3,25,0.633770109353,17,7
393,24,7,0.632537470356,6,19
394,7,24,0.632537470356,19,6
395,8,5,0.630890290616,10,13
396,5,8,0.630890290616,13,10
397,20,19,0.630890137223,4,25
398,19,20,0.630890137223,25,4
399,9,4,0.629238747746,11,12
400,4,9,0.629238747746,12,11
401,21,14,0.627582755902,5,22
402,14,21,0.627582755902,22,5
403,16,2,0.626338043259,8,16
404,2,16,0.626338043259,16,8
405,20,22,0.626337888751,4,26
406,22,20,0.626337888751,26,4
407,24,10,0.623006392954,6,20
408,10,24,0.623006392954,20,6
409,25,6,0.622588715475,7,18
410,6,25,0.622588715475,18,7
411,20,23,0.622588560037,4,27
412,23,20,0.622588560037,27,4
413,17,1,0.620496006824,9,15
414,1,17,0.620496006824,15,9
415,21,15,0.620495902849,5,23
416,15,21,0.620495902849,23,5
417,20,26,0.619656725822,4,28
418,26,20,0.619656725822,28,4
419,20,27,0.617554029368,4,29
420,27,20,0.617554029368,29,4
421,8,0,0.61628921917,10,14
422,0,8,0.61628921917,14,10
423,20,30,0.616288957458,4,30
424,30,20,0.616288957458,30,4
425,20,31,0.61586667189,4,31
426,31,20,0.61586667189,31,4
427,16,3,0.61417499379,8,17
428,3,16,0.61417499379,17,8
429,24,11,0.614174941268,6,21
430,11,24,0.614174941268,21,6
431,21,18,0.614174888745,5,24
432,18,21,0.614174888745,24,5
433,9,5,0.61375130629,11,13
434,5,9,0.61375130629,13,11
435,4,4,0.612903,12,12
436,25,7,0.612053465254,7,19
437,7,25,0.612053465254,19,7
438,21,19,0.608643574714,5,25
439,19,21,0.608643574714,25,5
440,17,2,0.60736010281,9,16
441,2,17,0.60736010281,16,9
442,24,14,0.606073700027,6,22
443,14,24,0.606073700027,22,6
444,21,22,0.603923659647,5,26
445,22,21,0.603923659647,26,5
446,16,6,0.602630135427,8,18
447,6,16,0.602630135427,18,8
448,8,1,0.602198325389,10,15
449,1,8,0.602198325389,15,10
450,25,10,0.602198271822,7,20
451,10,25,0.602198271822,20,7
452,21,23,0.600034291424,5,27
453,23,21,0.600034291424,27,5
454,9,0,0.598732418402,11,14
455,0,9,0.598732418402,14,11
456,24,15,0.598732310647,6,23
457,15,24,0.598732310647,23,6
458,4,5,0.596991919306,12,13
459,5,4,0.596991919306,13,12
460,21,26,0.596991703169,5,28
461,26,21,0.596991703169,28,5
462,17,3,0.594809106394,9,17
463,3,17,0.594809106394,17,9
464,21,27,0.594808889464,5,29
465,27,21,0.594808889464,29,5
466,21,30,0.593495336865,5,30
467,30,21,0.593495336865,30,5
468,25,11,0.593057038914,7,21
469,11,25,0.593057038914,21,7
470,21,31,0.593056821343,5,31
471,31,21,0.593056821343,31,5
472,24,18,0.592179034013,6,24
473,18,24,0.592179034013,24,6
474,16,7,0.591739652057,8,19
475,7,16,0.591739652057,19,8
476,8,2,0.588654247501,10,16
477,2,8,0.588654247501,16,10
478,24,19,0.58644029142,6,25
479,19,24,0.58644029142,25,6
480,25,14,0.584663255891,7,22
481,14,25,0.584663255891,22,7
482,9,1,0.584218221456,11,15
483,1,9,0.584218221456,15,11
484,17,6,0.582880802718,9,18
485,6,17,0.582880802718,18,9
486,4,0,0.58154036368,12,14
487,0,4,0.58154036368,14,12
488,16,10,0.58154030821,8,20
489,10,16,0.58154030821,20,8
490,24,22,0.58154019727,6,26
491,22,24,0.58154019727,26,6
492,5,5,0.580645,13,13
493,24,23,0.577500099779,6,27
494,23,24,0.577500099779,27,6
495,25,15,0.577049540973,7,23
496,15,25,0.577049540973,23,7
497,8,3,0.575695580724,10,17
498,3,8,0.575695580724,17,10
499,24,26,0.574338147795,6,28
500,26,24,0.574338147795,28,6
501,16,11,0.572069071785,8,21
502,11,16,0.572069071785,21,8
503,24,27,0.57206890262,6,29
504,27,24,0.57206890262,29,6
505,17,7,0.571614175707,9,19
506,7,17,0.571614175707,19,9
507,24,30,0.57070301317,6,30
508,30,24,0.57070301317,30,6
509,9,2,0.570247253637,11,16
510,2,9,0.570247253637,16,11
511,25,18,0.570247140501,7,24
512,18,25,0.570247140501,24,7
513,24,31,0.570246970795,6,31
514,31,24,0.570246970795,31,6
515,4,1,0.566585929957,12,15
516,1,4,0.566585929957,15,12
517,5,0,0.564746366874,13,14
518,0,5,0.564746366874,14,13
519,25,19,0.564285396165,7,25
520,19,25,0.564285396165,25,7
521,8,6,0.563362724,10,18
522,6,8,0.563362724,18,10
523,16,14,0.563362666741,8,22
524,14,16,0.563362666741,22,8
525,17,10,0.561049088873,9,20
526,10,17,0.561049088873,20,9
527,25,22,0.559191196251,7,26
528,22,25,0.559191196251,26,7
529,9,3,0.556860403373,11,17
530,3,9,0.556860403373,17,11
531,16,15,0.555457058849,8,23
532,15,16,0.555457058849,23,8
533,25,23,0.554988430662,7,27
534,23,25,0.554988430662,27,7
535,4,2,0.552169010381,12,16
536,2,4,0.552169010381,16,12
537,8,7,0.551697647707,10,19
538,7,8,0.551697647707,19,10
539,25,26,0.551697472295,7,28
540,26,25,0.551697472295,28,7
541,17,11,0.551225881962,9,21
542,11,17,0.551225881962,21,9
543,5,1,0.549334943666,13,15
544,1,5,0.549334943666,15,13
545,25,27,0.549334708779,7,29
546,27,25,0.549334708779,29,7
547,0,0,0.548387,14,14
548,16,18,0.548386882353,8,24
549,18,16,0.548386882353,24,8
550,25,30,0.547912148218,7,30
551,30,25,0.547912148218,30,7
552,25,31,0.547437120248,7,31
553,31,25,0.547437120248,31,7
554,9,6,0.544100786595,11,18
555,6,9,0.544100786595,18,11
556,17,14,0.542184880211,9,22
557,14,17,0.542184880211,22,9
558,16,19,0.542184820714,8,25
559,19,16,0.542184820714,25,8
560,8,10,0.540743570226,10,20
561,10,8,0.540743570226,20,10
562,4,3,0.538332791672,12,17
563,3,4,0.538332791672,17,12
564,16,22,0.536880960226,8,26
565,22,16,0.536880960226,26,8
566,5,2,0.534452879432,13,16
567,2,5,0.534452879432,16,13
568,17,15,0.533965817517,9,23
569,15,17,0.533965817517,23,9
570,0,1,0.532502322253,14,15
571,1,0,0.532502322253,15,14
572,16,23,0.532502140519,8,27
573,23,16,0.532502140519,27,8
574,9,7,0.532013535227,11,19
575,7,9,0.532013535227,19,11
576,8,11,0.530544533061,10,21
577,11,8,0.530544533061,21,10
578,16,26,0.529071330186,8,28
579,26,16,0.529071330186,28,8
580,17,18,0.526607180723,9,24
581,18,17,0.526607180723,24,9
582,16,27,0.52660705821,8,29
583,27,16,0.52660705821,29,8
584,4,6,0.525123177661,12,18
585,6,4,0.525123177661,18,12
586,16,30,0.525122931944,8,30
587,30,16,0.525122931944,30,8
588,16,31,0.5246272697,8,31
589,31,16,0.5246272697,31,8
590,8,14,0.521144867522,10,22
591,14,8,0.521144867522,22,10
592,9,10,0.520645480074,11,20
593,10,9,0.520645480074,20,11
594,5,3,0.520145613167,13,17
595,3,5,0.520145613167,17,13
596,17,19,0.520145489133,9,25
597,19,17,0.520145489133,25,9
598,0,2,0.517136078035,14,16
599,2,0,0.517136078035,16,14
600,1,1,0.516129,15,15
601,17,22,0.514614530989,9,26
602,22,17,0.514614530989,26,9
603,4,7,0.512588614201,12,19
604,7,4,0.512588614201,19,12
605,8,15,0.51258855127,10,23
606,15,8,0.51258855127,23,10
607,9,11,0.510044712492,11,21
608,11,9,0.510044712492,21,11
609,17,23,0.510044586001,9,27
610,23,17,0.510044586001,27,9
611,5,6,0.506461860385,13,18
612,6,5,0.506461860385,18,13
613,17,26,0.506461669307,9,28
614,26,17,0.506461669307,28,9
615,8,18,0.504918460155,10,24
616,18,8,0.504918460155,24,10
617,17,27,0.503886836312,9,29
618,27,17,0.503886836312,29,9
619,0,3,0.502335845594,14,17
620,3,0,0.502335845594,17,14
621,17,30,0.50233558873,9,30
622,30,17,0.50233558873,30,9
623,17,31,0.501817419153,9,31
624,31,17,0.501817419153,31,9
625,4,10,0.500779793587,12,20
626,10,4,0.500779793587,20,12
627,1,2,0.500260077001,15,16
628,2,1,0.500260077001,16,15
629,9,14,0.500260012518,11,22
630,14,9,0.500260012518,22,11
631,8,19,0.498175529789,10,25
632,19,8,0.498175529789,25,10
633,5,7,0.493453494989,13,19
634,7,5,0.493453494989,19,13
635,8,22,0.492397851459,10,26
636,22,8,0.492397851459,26,10
637,9,15,0.491340136843,11,23
638,15,9,0.491340136843,23,11
639,4,11,0.489749215911,12,21
640,11,4,0.489749215911,21,12
641,0,6,0.488153110097,14,18
642,6,0,0.488153110097,18,14
643,8,23,0.487619737424,10,27
644,23,8,0.487619737424,27,10
645,1,3,0.484945072359,15,17
646,3,1,0.484945072359,17,15
647,2,2,0.483871,16,16
648,8,26,0.4838708,10,28
649,26,8,0.4838708,28,10
650,9,18,0.483332968651,11,24
651,18,9,0.483332968651,24,11
652,5,10,0.481175296512,13,20
653,10,5,0.481175296512,20,13
654,8,27,0.481175095391,10,29
655,27,8,0.481175095391,29,10
656,4,14,0.479550587393,12,22
657,14,4,0.479550587393,22,12
658,8,30,0.479550385592,10,30
659,30,8,0.479550385592,30,10
660,8,31,0.479007568605,10,31
661,31,8,0.479007568605,31,10
662,9,19,0.476284542748,11,25
663,19,9,0.476284542748,25,11
664,0,7,0.47464322874,14,19
665,7,0,0.47464322874,19,14
666,1,6,0.470238110252,15,18
667,6,1,0.470238110252,18,15
668,4,15,0.470238041652,12,23
669,15,4,0.470238041652,23,12
670,9,22,0.470237973053,11,26
671,22,9,0.470237973053,26,11
672,5,11,0.469684531141,13,21
673,11,5,0.469684531141,21,13
674,2,3,0.468020002997,16,17
675,3,2,0.468020002997,17,16
676,9,23,0.465232324226,11,27
677,23,9,0.465232324226,27,11
678,0,10,0.461865249662,14,20
679,10,0,0.461865249662,20,14
680,4,18,0.461865179819,12,24
681,18,4,0.461865179819,24,12
682,9,26,0.46130148306,11,28
683,26,9,0.46130148306,28,11
684,5,14,0.459040336111,13,22
685,14,5,0.459040336111,22,13
686,9,27,0.458473095836,11,29
687,27,9,0.458473095836,29,11
688,9,30,0.456767642791,11,30
689,30,9,0.456767642791,30,11
690,1,7,0.4561980009,15,19
691,7,1,0.4561980009,19,15
692,9,31,0.456197718058,11,31
693,31,9,0.456197718058,31,11
694,4,19,0.454483939656,12,25
695,19,4,0.454483939656,25,12
696,2,6,0.452763603145,16,18
697,6,2,0.452763603145,18,16
698,3,3,0.451613,17,17
699,0,11,0.449881541814,14,21
700,11,0,0.449881541814,21,14
701,5,15,0.449302882391,13,23
702,15,5,0.449302882391,23,13
703,4,22,0.448143321991,12,26
704,22,4,0.448143321991,26,12
705,1,10,0.442888169046,15,20
706,10,1,0.442888169046,20,15
707,4,23,0.442888023375,12,27
708,23,4,0.442888023375,27,12
709,5,18,0.440532301468,13,24
710,18,5,0.440532301468,24,13
711,0,14,0.43875719145,14,22
712,14,0,0.43875719145,22,14
713,4,26,0.438757044407,12,28
714,26,4,0.438757044407,28,12
715,2,7,0.438163914563,16,19
716,7,2,0.438163914563,19,16
717,3,6,0.43578258214,17,18
718,6,3,0.43578258214,18,17
719,4,27,0.435782360071,12,29
720,27,4,0.435782360071,29,12
721,4,30,0.433987747805,12,30
722,30,4,0.433987747805,30,12
723,4,31,0.43338786751,12,31
724,31,4,0.43338786751,31,12
725,5,19,0.432787379337,13,25
726,19,5,0.432787379337,25,13
727,1,11,0.430376373772,15,21
728,11,1,0.430376373772,21,15
729,0,15,0.428559124272,14,23
730,15,0,0.428559124272,23,14
731,5,22,0.426124044561,13,26
732,22,5,0.426124044561,26,13
733,2,10,0.424288734568,16,20
734,10,2,0.424288734568,20,16
735,3,7,0.420593859429,17,19
736,7,3,0.420593859429,19,17
737,5,23,0.420593706036,13,27
738,23,5,0.420593706036,27,13
739,6,6,0.419355,18,18
740,0,18,0.419354923077,14,24
741,18,0,0.419354923077,24,14
742,1,14,0.418734157294,15,22
743,14,1,0.418734157294,22,15
744,5,26,0.41624152643,13,28
745,26,5,0.41624152643,28,13
746,5,27,0.413104744171,13,29
747,27,5,0.413104744171,29,13
748,2,11,0.411211409254,16,21
749,11,2,0.411211409254,21,16
750,0,19,0.411211330808,14,25
751,19,0,0.411211330808,25,14
752,5,30,0.411211173916,13,30
753,30,5,0.411211173916,30,13
754,5,31,0.410578016963,13,31
755,31,5,0.410578016963,31,13
756,1,15,0.40803595973,15,23
757,15,1,0.40803595973,23,15
758,3,10,0.406118835866,17,20
759,10,3,0.406118835866,20,17
760,0,22,0.404192459387,14,26
761,22,0,0.404192459387,26,14
762,6,7,0.403548450272,18,19
763,7,6,0.403548450272,19,18
764,2,14,0.399010393956,16,22
765,14,2,0.399010393956,22,16
766,1,18,0.398357845341,15,24
767,18,1,0.398357845341,24,15
768,0,23,0.398357764364,14,27
769,23,0,0.398357764364,27,14
770,0,26,0.393759890285,14,28
771,26,0,0.393759890285,28,14
772,3,11,0.392436493799,17,21
773,11,3,0.392436493799,21,17
774,0,27,0.390442534221,14,29
775,27,0,0.390442534221,29,14
776,1,19,0.389775807383,15,25
777,19,1,0.389775807383,25,15
778,6,10,0.388438754468,18,20
779,10,6,0.388438754468,20,18
780,0,30,0.388438505333,14,30
781,30,0,0.388438505333,30,14
782,2,15,0.387768415982,16,23
783,15,2,0.387768415982,23,16
784,0,31,0.387768166415,14,31
785,31,0,0.387768166415,31,14
786,7,7,0.387097,19,19
787,1,22,0.382363656302,15,26
788,22,1,0.382363656302,26,15
789,3,14,0.379632550039,17,22
790,14,3,0.379632550039,22,17
791,2,18,0.377571149514,16,24
792,18,2,0.377571149514,24,16
793,1,23,0.376190549941,15,27
794,23,1,0.376190549941,27,15
795,6,11,0.374110356436,18,21
796,11,6,0.374110356436,21,18
797,7,10,0.371318463943,19,20
798,10,7,0.371318463943,20,19
799,1,26,0.371318290195,15,28
800,26,1,0.371318290195,28,15
801,2,19,0.368505332419,16,25
802,19,2,0.368505332419,25,16
803,3,15,0.367798753392,17,23
804,15,3,0.367798753392,23,17
805,1,27,0.367798577981,15,29
806,27,1,0.367798577981,29,15
807,1,30,0.365670471683,15,30
808,30,1,0.365670471683,30,15
809,1,31,0.364958315868,15,31
810,31,1,0.364958315868,31,15
811,6,14,0.360656387961,18,22
812,14,6,0.360656387961,22,18
813,2,22,0.360656298518,16,26
814,22,2,0.360656298518,26,16
815,3,18,0.357031583349,17,24
816,18,3,0.357031583349,24,17
817,7,11,0.356302251586,19,21
818,11,7,0.356302251586,21,19
819,10,10,0.354839,20,20
820,2,23,0.354104970122,16,27
821,23,2,0.354104970122,27,16
822,2,26,0.348924451182,16,28
823,26,2,0.348924451182,28,16
824,6,15,0.348178230401,18,23
