n,strategy_name,handoff_strategy_name,dataset_source,ppo_version,is_ppo,source_metric_file,candidate_source,order_hash,order_compact,u2_range,peeq_max,surface_t_proxy,surface_t_proxy_source_column,mises_max,teacher_validation_status,completion_status,odb_extraction_status,extracted_field_names,final_frame_time,final_step_name,notes,teacher_metrics_extracted,candidate_family,generation_method,selection_bucket,batch_name,priority_role,ppo_generation_mode,partial_training_caveat,selected_by_bucket,final_expansion_batch,ppo_checkpoint,ppo_version_source,global_candidate_index,predicted_quality_score,min_hamming_to_combined552_sameN,min_hamming_to_conventional_baseline,nearest_conventional_baseline,order_json,seed,predicted_reward_available,mean_abs_jump,max_abs_jump,long_jump_count,adjacent_fraction,total_travel_proxy,jump_variance,local_continuity_score,path_complexity_score,novelty_distance_score,teacher_validated,abaqus_validated,stageT_pool_source,source_row_index,parity_switch_fraction,early_center_bias,early_edge_bias,duplicate_vs_combined552,duplicate_vs_ppo_v01,duplicate_vs_ppo_v02K2,duplicate_vs_ppo_v03,selected_already
12,N12_A11_graph_pointer_policy_diverse_01,nan,stage3_native_combined552,,False,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_native_combined552_teacher_dataset.csv,,nan,nan,7.328880428758566e-05,0.1638757288455963,582.071168,surface_t_proxy_mpa,579939392.0,PASS_ODB_EXTRACTED,,,,1200.0,,,True,graph_pointer_proxy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,N12_A12_graph_pointer_policy_diverse_02,nan,stage3_native_combined552,,False,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_native_combined552_teacher_dataset.csv,,nan,nan,0.0001395468352711,0.1633458584547042,581.337984,surface_t_proxy_mpa,579938048.0,PASS_ODB_EXTRACTED,,,,1200.0,,,True,graph_pointer_proxy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,N12_A13_graph_pointer_policy_anti_odd_even_novelty,nan,stage3_native_combined552,,False,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_native_combined552_teacher_dataset.csv,,nan,nan,7.77201084929402e-05,0.1403219699859619,581.967424,surface_t_proxy_mpa,579939328.0,PASS_ODB_EXTRACTED,,,,1200.0,,,True,graph_pointer_proxy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,N12_A14_graph_pointer_policy_u2first_proxy,nan,stage3_native_combined552,,False,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_native_combined552_teacher_dataset.csv,,nan,nan,0.0001010998803394,0.1588887572288513,581.829312,surface_t_proxy_mpa,579938368.0,PASS_ODB_EXTRACTED,,,,1200.0,,,True,graph_pointer_proxy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,N12_A15_graph_pointer_policy_balanced_dispersion_proxy,nan,stage3_native_combined552,,False,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_native_combined552_teacher_dataset.csv,,nan,nan,9.216308080794988e-05,0.1593673974275589,581.069312,surface_t_proxy_mpa,579938240.0,PASS_ODB_EXTRACTED,,,,1200.0,,,True,graph_pointer_proxy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,N16_A01_raster_left_to_right,nan,stage3_native_combined552,,False,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_native_combined552_teacher_dataset.csv,,nan,nan,0.0002434928235288,0.1752076148986816,587.841664,surface_t_proxy_mpa,579948288.0,PASS_ODB_EXTRACTED,,,,1200.0,,,True,raster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,N16_A02_odd_even_interlaced,nan,stage3_native_combined552,,False,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_native_combined552_teacher_dataset.csv,,nan,nan,4.9715717977960594e-05,0.1537079364061355,585.719808,surface_t_proxy_mpa,579947520.0,PASS_ODB_EXTRACTED,,,,1200.0,,,True,odd_even,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,N16_A03_greedy_maximin_distance,nan,stage3_native_combined552,,False,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_native_combined552_teacher_dataset.csv,,nan,nan,4.607185064742225e-05,0.1532730907201767,582.92736,surface_t_proxy_mpa,579948160.0,PASS_ODB_EXTRACTED,,,,1200.0,,,True,maximin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,N16_A04_method_c_u2_first_engineering,nan,stage3_native_combined552,,False,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_native_combined552_teacher_dataset.csv,,nan,nan,5.043179316999158e-05,0.1518275737762451,581.727104,surface_t_proxy_mpa,579948352.0,PASS_ODB_EXTRACTED,,,,1200.0,,,True,method_c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,N16_A05_center_out,nan,stage3_native_combined552,,False,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_native_combined552_teacher_dataset.csv,,nan,nan,0.0002790839121189,0.1664191931486129,582.18208,surface_t_proxy_mpa,579946816.0,PASS_ODB_EXTRACTED,,,,1200.0,,,True,center_out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,N16_A06_edge_in_alternating,nan,stage3_native_combined552,,False,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_native_combined552_teacher_dataset.csv,,nan,nan,0.0002053208902452,0.1797565519809723,581.764096,surface_t_proxy_mpa,579947776.0,PASS_ODB_EXTRACTED,,,,1200.0,,,True,edge_in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,N16_A07_regular_jump_coprime,nan,stage3_native_combined552,,False,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_native_combined552_teacher_dataset.csv,,nan,nan,0.0002763091160886,0.1653308719396591,581.433216,surface_t_proxy_mpa,579946752.0,PASS_ODB_EXTRACTED,,,,1200.0,,,True,regular_jump,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,N16_A08_block_interleaved_quarters,nan,stage3_native_combined552,,False,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_native_combined552_teacher_dataset.csv,,nan,nan,0.0001606882035503,0.1505546271800995,582.573376,surface_t_proxy_mpa,579948160.0,PASS_ODB_EXTRACTED,,,,1200.0,,,True,block_interleaved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,N16_A09_center_edge_alternating,nan,stage3_native_combined552,,False,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_native_combined552_teacher_dataset.csv,,nan,nan,0.0002147317868548,0.1743032783269882,580.899648,surface_t_proxy_mpa,579946944.0,PASS_ODB_EXTRACTED,,,,1200.0,,,True,center_edge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,N16_A10_graph_pointer_policy_zero_shot_or_proxy_best,nan,stage3_native_combined552,,False,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_native_combined552_teacher_dataset.csv,,nan,nan,0.0001204781697197,0.1701684147119522,581.290304,surface_t_proxy_mpa,579948096.0,PASS_ODB_EXTRACTED,,,,1200.0,,,True,graph_pointer_proxy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,N16_A11_graph_pointer_policy_diverse_01,nan,stage3_native_combined552,,False,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_native_combined552_teacher_dataset.csv,,nan,nan,0.0001829955551784,0.1743417531251907,582.880128,surface_t_proxy_mpa,579946944.0,PASS_ODB_EXTRACTED,,,,1200.0,,,True,graph_pointer_proxy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,N16_A12_graph_pointer_policy_diverse_02,nan,stage3_native_combined552,,False,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_native_combined552_teacher_dataset.csv,,nan,nan,0.0002397338296304,0.1613717526197433,581.517248,surface_t_proxy_mpa,579946816.0,PASS_ODB_EXTRACTED,,,,1200.0,,,True,graph_pointer_proxy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,N16_A13_graph_pointer_policy_anti_odd_even_novelty,nan,stage3_native_combined552,,False,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_native_combined552_teacher_dataset.csv,,nan,nan,0.0001174903159153,0.1519810110330581,581.33728,surface_t_proxy_mpa,579948288.0,PASS_ODB_EXTRACTED,,,,1200.0,,,True,graph_pointer_proxy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,N16_A14_graph_pointer_policy_u2first_proxy,nan,stage3_native_combined552,,False,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_native_combined552_teacher_dataset.csv,,nan,nan,0.00015728273911,0.1641508787870407,582.433856,surface_t_proxy_mpa,579947264.0,PASS_ODB_EXTRACTED,,,,1200.0,,,True,graph_pointer_proxy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,N16_A15_graph_pointer_policy_balanced_dispersion_proxy,nan,stage3_native_combined552,,False,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_native_combined552_teacher_dataset.csv,,nan,nan,0.0001736121434987,0.1645837575197219,582.198912,surface_t_proxy_mpa,579947904.0,PASS_ODB_EXTRACTED,,,,1200.0,,,True,graph_pointer_proxy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,N24_A01_raster_left_to_right,nan,stage3_native_combined552,,False,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_native_combined552_teacher_dataset.csv,,nan,nan,0.0005523721708868,0.1892502903938293,587.159872,surface_t_proxy_mpa,579944256.0,PASS_ODB_EXTRACTED,,,,1200.0,,,True,raster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,N24_A02_odd_even_interlaced,nan,stage3_native_combined552,,False,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_native_combined552_teacher_dataset.csv,,nan,nan,8.360300034837564e-05,0.1549861133098602,586.226112,surface_t_proxy_mpa,579943936.0,PASS_ODB_EXTRACTED,,,,1200.0,,,True,odd_even,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,N24_A03_greedy_maximin_distance,nan,stage3_native_combined552,,False,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_native_combined552_teacher_dataset.csv,,nan,nan,0.0002935029126547,0.1646057963371276,584.637632,surface_t_proxy_mpa,579944576.0,PASS_ODB_EXTRACTED,,,,1200.0,,,True,maximin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,N24_A04_method_c_u2_first_engineering,nan,stage3_native_combined552,,False,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_native_combined552_teacher_dataset.csv,,nan,nan,5.621172385872342e-05,0.1543776392936706,581.727232,surface_t_proxy_mpa,579944640.0,PASS_ODB_EXTRACTED,,,,1200.0,,,True,method_c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,N24_A05_center_out,nan,stage3_native_combined552,,False,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_native_combined552_teacher_dataset.csv,,nan,nan,0.0006265991143266,0.172961801290512,588.072192,surface_t_proxy_mpa,579944128.0,PASS_ODB_EXTRACTED,,,,1200.0,,,True,center_out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,N24_A06_edge_in_alternating,nan,stage3_native_combined552,,False,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_native_combined552_teacher_dataset.csv,,nan,nan,0.0005255469384337,0.1848475784063339,590.591168,surface_t_proxy_mpa,579942784.0,PASS_ODB_EXTRACTED,,,,1200.0,,,True,edge_in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,N24_A07_regular_jump_coprime,nan,stage3_native_combined552,,False,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_native_combined552_teacher_dataset.csv,,nan,nan,0.0002371341688558,0.1627264767885208,583.243392,surface_t_proxy_mpa,579943104.0,PASS_ODB_EXTRACTED,,,,1200.0,,,True,regular_jump,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,N24_A08_block_interleaved_quarters,nan,stage3_native_combined552,,False,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_native_combined552_teacher_dataset.csv,,nan,nan,0.000624739785735,0.1546273678541183,584.995648,surface_t_proxy_mpa,579943744.0,PASS_ODB_EXTRACTED,,,,1200.0,,,True,block_interleaved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,N24_A09_center_edge_alternating,nan,stage3_native_combined552,,False,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_native_combined552_teacher_dataset.csv,,nan,nan,0.0005546370016418,0.1753909140825271,581.775744,surface_t_proxy_mpa,579943744.0,PASS_ODB_EXTRACTED,,,,1200.0,,,True,center_edge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,N24_A10_graph_pointer_policy_zero_shot_or_proxy_best,nan,stage3_native_combined552,,False,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_native_combined552_teacher_dataset.csv,,nan,nan,0.0001888593301373,0.1541593670845031,583.863616,surface_t_proxy_mpa,579943360.0,PASS_ODB_EXTRACTED,,,,1200.0,,,True,graph_pointer_proxy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,N24_A11_graph_pointer_policy_diverse_01,nan,stage3_native_combined552,,False,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_native_combined552_teacher_dataset.csv,,nan,nan,0.0002307547981672,0.163732573390007,589.19488,surface_t_proxy_mpa,579943936.0,PASS_ODB_EXTRACTED,,,,1200.0,,,True,graph_pointer_proxy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,N24_A12_graph_pointer_policy_diverse_02,nan,stage3_native_combined552,,False,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_native_combined552_teacher_dataset.csv,,nan,nan,0.0005429062013035,0.1641553044319152,583.079232,surface_t_proxy_mpa,579943936.0,PASS_ODB_EXTRACTED,,,,1200.0,,,True,graph_pointer_proxy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,N24_A13_graph_pointer_policy_anti_odd_even_novelty,nan,stage3_native_combined552,,False,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_native_combined552_teacher_dataset.csv,,nan,nan,0.0002316626496394,0.1621642112731933,581.204672,surface_t_proxy_mpa,579944256.0,PASS_ODB_EXTRACTED,,,,1200.0,,,True,graph_pointer_proxy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,N24_A14_graph_pointer_policy_u2first_proxy,nan,stage3_native_combined552,,False,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_native_combined552_teacher_dataset.csv,,nan,nan,0.0003735758580205,0.1622905135154724,583.23584,surface_t_proxy_mpa,579944640.0,PASS_ODB_EXTRACTED,,,,1200.0,,,True,graph_pointer_proxy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,N24_A15_graph_pointer_policy_balanced_dispersion_proxy,nan,stage3_native_combined552,,False,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_native_combined552_teacher_dataset.csv,,nan,nan,0.0004410466524404,0.1661432981491089,583.990144,surface_t_proxy_mpa,579944128.0,PASS_ODB_EXTRACTED,,,,1200.0,,,True,graph_pointer_proxy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,N40_A01_raster_left_to_right,nan,stage3_native_combined552,,False,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_native_combined552_teacher_dataset.csv,,nan,nan,0.0015270577277988,0.200013056397438,585.953088,surface_t_proxy_mpa,579928512.0,PASS_ODB_EXTRACTED,,,,1200.0,,,True,raster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,N40_A02_odd_even_interlaced,nan,stage3_native_combined552,,False,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_native_combined552_teacher_dataset.csv,,nan,nan,0.0001595688736415,0.1578081995248794,587.307392,surface_t_proxy_mpa,579927744.0,PASS_ODB_EXTRACTED,,,,1200.0,,,True,odd_even,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,N40_A03_greedy_maximin_distance,nan,stage3_native_combined552,,False,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_native_combined552_teacher_dataset.csv,,nan,nan,0.0006838651936504,0.1606565862894058,585.288896,surface_t_proxy_mpa,579926656.0,PASS_ODB_EXTRACTED,,,,1200.0,,,True,maximin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,N40_A04_method_c_u2_first_engineering,nan,stage3_native_combined552,,False,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_native_combined552_teacher_dataset.csv,,nan,nan,0.0001108189990191,0.153950959444046,582.221504,surface_t_proxy_mpa,579926528.0,PASS_ODB_EXTRACTED,,,,1200.0,,,True,method_c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,N40_A05_center_out,nan,stage3_native_combined552,,False,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_native_combined552_teacher_dataset.csv,,nan,nan,0.0018341616960242,0.1796219497919082,588.607232,surface_t_proxy_mpa,579925632.0,PASS_ODB_EXTRACTED,,,,1200.0,,,True,center_out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,N40_A06_edge_in_alternating,nan,stage3_native_combined552,,False,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_native_combined552_teacher_dataset.csv,,nan,nan,0.0016398808220401,0.2005691230297088,595.55648,surface_t_proxy_mpa,579926400.0,PASS_ODB_EXTRACTED,,,,1200.0,,,True,edge_in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,N40_A07_regular_jump_coprime,nan,stage3_native_combined552,,False,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_native_combined552_teacher_dataset.csv,,nan,nan,0.0020766726229339,0.1631038337945938,595.582528,surface_t_proxy_mpa,579924032.0,PASS_ODB_EXTRACTED,,,,1200.0,,,True,regular_jump,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,N40_A08_block_interleaved_quarters,nan,stage3_native_combined552,,False,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_native_combined552_teacher_dataset.csv,,nan,nan,0.0020561176352202,0.1575537621974945,594.139136,surface_t_proxy_mpa,579924416.0,PASS_ODB_EXTRACTED,,,,1200.0,,,True,block_interleaved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,N40_A09_center_edge_alternating,nan,stage3_native_combined552,,False,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_native_combined552_teacher_dataset.csv,,nan,nan,0.0018988421652466,0.177616149187088,588.119552,surface_t_proxy_mpa,579924096.0,PASS_ODB_EXTRACTED,,,,1200.0,,,True,center_edge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,N40_A10_graph_pointer_policy_zero_shot_or_proxy_best,nan,stage3_native_combined552,,False,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_native_combined552_teacher_dataset.csv,,nan,nan,0.000760835359415,0.1565078347921371,585.9216,surface_t_proxy_mpa,579925632.0,PASS_ODB_EXTRACTED,,,,1200.0,,,True,graph_pointer_proxy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
