run_id,batch_name,n,handoff_strategy_name,expected_future_case_root,expected_future_case_dir,expected_future_job_name,expected_future_inp_path,cae_inp_generated,ready_to_run
run_69_run68_smallN_recovery_focused_batch40_handoff_package,stage3_run69_smallN_recovery_focused_batch40_v01,12,S3R69SNR_N12_B11_n12_recovery_top,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run69_smallN_recovery_focused_batch40_v01,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run69_smallN_recovery_focused_batch40_v01\N12S3R69SNR_N12_B11_n12_recovery_top,J2D_S3R69SNR_N12_B11_n12_recovery_top,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run69_smallN_recovery_focused_batch40_v01\N12S3R69SNR_N12_B11_n12_recovery_top\J2D_S3R69SNR_N12_B11_n12_recovery_top.inp,False,False
run_69_run68_smallN_recovery_focused_batch40_handoff_package,stage3_run69_smallN_recovery_focused_batch40_v01,12,S3R69SNR_N12_B12_n12_recovery_top,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run69_smallN_recovery_focused_batch40_v01,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run69_smallN_recovery_focused_batch40_v01\N12S3R69SNR_N12_B12_n12_recovery_top,J2D_S3R69SNR_N12_B12_n12_recovery_top,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run69_smallN_recovery_focused_batch40_v01\N12S3R69SNR_N12_B12_n12_recovery_top\J2D_S3R69SNR_N12_B12_n12_recovery_top.inp,False,False
run_69_run68_smallN_recovery_focused_batch40_handoff_package,stage3_run69_smallN_recovery_focused_batch40_v01,12,S3R69SNR_N12_B13_n12_u2_safe,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run69_smallN_recovery_focused_batch40_v01,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run69_smallN_recovery_focused_batch40_v01\N12S3R69SNR_N12_B13_n12_u2_safe,J2D_S3R69SNR_N12_B13_n12_u2_safe,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run69_smallN_recovery_focused_batch40_v01\N12S3R69SNR_N12_B13_n12_u2_safe\J2D_S3R69SNR_N12_B13_n12_u2_safe.inp,False,False
run_69_run68_smallN_recovery_focused_batch40_handoff_package,stage3_run69_smallN_recovery_focused_batch40_v01,12,S3R69SNR_N12_B14_n12_u2_safe,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run69_smallN_recovery_focused_batch40_v01,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run69_smallN_recovery_focused_batch40_v01\N12S3R69SNR_N12_B14_n12_u2_safe,J2D_S3R69SNR_N12_B14_n12_u2_safe,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run69_smallN_recovery_focused_batch40_v01\N12S3R69SNR_N12_B14_n12_u2_safe\J2D_S3R69SNR_N12_B14_n12_u2_safe.inp,False,False
run_69_run68_smallN_recovery_focused_batch40_handoff_package,stage3_run69_smallN_recovery_focused_batch40_v01,12,S3R69SNR_N12_B15_n12_u2_safe,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run69_smallN_recovery_focused_batch40_v01,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run69_smallN_recovery_focused_batch40_v01\N12S3R69SNR_N12_B15_n12_u2_safe,J2D_S3R69SNR_N12_B15_n12_u2_safe,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run69_smallN_recovery_focused_batch40_v01\N12S3R69SNR_N12_B15_n12_u2_safe\J2D_S3R69SNR_N12_B15_n12_u2_safe.inp,False,False
run_69_run68_smallN_recovery_focused_batch40_handoff_package,stage3_run69_smallN_recovery_focused_batch40_v01,12,S3R69SNR_N12_B16_n12_uncertainty,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run69_smallN_recovery_focused_batch40_v01,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run69_smallN_recovery_focused_batch40_v01\N12S3R69SNR_N12_B16_n12_uncertainty,J2D_S3R69SNR_N12_B16_n12_uncertainty,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run69_smallN_recovery_focused_batch40_v01\N12S3R69SNR_N12_B16_n12_uncertainty\J2D_S3R69SNR_N12_B16_n12_uncertainty.inp,False,False
run_69_run68_smallN_recovery_focused_batch40_handoff_package,stage3_run69_smallN_recovery_focused_batch40_v01,16,S3R69SNR_N16_B01_n16_run66_local,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run69_smallN_recovery_focused_batch40_v01,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run69_smallN_recovery_focused_batch40_v01\N16S3R69SNR_N16_B01_n16_run66_local,J2D_S3R69SNR_N16_B01_n16_run66_local,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run69_smallN_recovery_focused_batch40_v01\N16S3R69SNR_N16_B01_n16_run66_local\J2D_S3R69SNR_N16_B01_n16_run66_local.inp,False,False
run_69_run68_smallN_recovery_focused_batch40_handoff_package,stage3_run69_smallN_recovery_focused_batch40_v01,16,S3R69SNR_N16_B02_n16_run66_local,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run69_smallN_recovery_focused_batch40_v01,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run69_smallN_recovery_focused_batch40_v01\N16S3R69SNR_N16_B02_n16_run66_local,J2D_S3R69SNR_N16_B02_n16_run66_local,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run69_smallN_recovery_focused_batch40_v01\N16S3R69SNR_N16_B02_n16_run66_local\J2D_S3R69SNR_N16_B02_n16_run66_local.inp,False,False
run_69_run68_smallN_recovery_focused_batch40_handoff_package,stage3_run69_smallN_recovery_focused_batch40_v01,16,S3R69SNR_N16_B03_n16_run66_local,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run69_smallN_recovery_focused_batch40_v01,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run69_smallN_recovery_focused_batch40_v01\N16S3R69SNR_N16_B03_n16_run66_local,J2D_S3R69SNR_N16_B03_n16_run66_local,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run69_smallN_recovery_focused_batch40_v01\N16S3R69SNR_N16_B03_n16_run66_local\J2D_S3R69SNR_N16_B03_n16_run66_local.inp,False,False
run_69_run68_smallN_recovery_focused_batch40_handoff_package,stage3_run69_smallN_recovery_focused_batch40_v01,16,S3R69SNR_N16_B04_n16_diversity,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run69_smallN_recovery_focused_batch40_v01,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run69_smallN_recovery_focused_batch40_v01\N16S3R69SNR_N16_B04_n16_diversity,J2D_S3R69SNR_N16_B04_n16_diversity,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run69_smallN_recovery_focused_batch40_v01\N16S3R69SNR_N16_B04_n16_diversity\J2D_S3R69SNR_N16_B04_n16_diversity.inp,False,False
run_69_run68_smallN_recovery_focused_batch40_handoff_package,stage3_run69_smallN_recovery_focused_batch40_v01,16,S3R69SNR_N16_B05_n16_penalty,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run69_smallN_recovery_focused_batch40_v01,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run69_smallN_recovery_focused_batch40_v01\N16S3R69SNR_N16_B05_n16_penalty,J2D_S3R69SNR_N16_B05_n16_penalty,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run69_smallN_recovery_focused_batch40_v01\N16S3R69SNR_N16_B05_n16_penalty\J2D_S3R69SNR_N16_B05_n16_penalty.inp,False,False
run_69_run68_smallN_recovery_focused_batch40_handoff_package,stage3_run69_smallN_recovery_focused_batch40_v01,16,S3R69SNR_N16_B06_n16_penalty,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run69_smallN_recovery_focused_batch40_v01,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run69_smallN_recovery_focused_batch40_v01\N16S3R69SNR_N16_B06_n16_penalty,J2D_S3R69SNR_N16_B06_n16_penalty,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run69_smallN_recovery_focused_batch40_v01\N16S3R69SNR_N16_B06_n16_penalty\J2D_S3R69SNR_N16_B06_n16_penalty.inp,False,False
run_69_run68_smallN_recovery_focused_batch40_handoff_package,stage3_run69_smallN_recovery_focused_batch40_v01,16,S3R69SNR_N16_B07_n16_reward_bal,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run69_smallN_recovery_focused_batch40_v01,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run69_smallN_recovery_focused_batch40_v01\N16S3R69SNR_N16_B07_n16_reward_bal,J2D_S3R69SNR_N16_B07_n16_reward_bal,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run69_smallN_recovery_focused_batch40_v01\N16S3R69SNR_N16_B07_n16_reward_bal\J2D_S3R69SNR_N16_B07_n16_reward_bal.inp,False,False
run_69_run68_smallN_recovery_focused_batch40_handoff_package,stage3_run69_smallN_recovery_focused_batch40_v01,16,S3R69SNR_N16_B08_n16_reward_bal,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run69_smallN_recovery_focused_batch40_v01,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run69_smallN_recovery_focused_batch40_v01\N16S3R69SNR_N16_B08_n16_reward_bal,J2D_S3R69SNR_N16_B08_n16_reward_bal,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run69_smallN_recovery_focused_batch40_v01\N16S3R69SNR_N16_B08_n16_reward_bal\J2D_S3R69SNR_N16_B08_n16_reward_bal.inp,False,False
run_69_run68_smallN_recovery_focused_batch40_handoff_package,stage3_run69_smallN_recovery_focused_batch40_v01,16,S3R69SNR_N16_B09_n16_recovery_top,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run69_smallN_recovery_focused_batch40_v01,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run69_smallN_recovery_focused_batch40_v01\N16S3R69SNR_N16_B09_n16_recovery_top,J2D_S3R69SNR_N16_B09_n16_recovery_top,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run69_smallN_recovery_focused_batch40_v01\N16S3R69SNR_N16_B09_n16_recovery_top\J2D_S3R69SNR_N16_B09_n16_recovery_top.inp,False,False
run_69_run68_smallN_recovery_focused_batch40_handoff_package,stage3_run69_smallN_recovery_focused_batch40_v01,16,S3R69SNR_N16_B10_n16_recovery_top,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run69_smallN_recovery_focused_batch40_v01,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run69_smallN_recovery_focused_batch40_v01\N16S3R69SNR_N16_B10_n16_recovery_top,J2D_S3R69SNR_N16_B10_n16_recovery_top,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run69_smallN_recovery_focused_batch40_v01\N16S3R69SNR_N16_B10_n16_recovery_top\J2D_S3R69SNR_N16_B10_n16_recovery_top.inp,False,False
run_69_run68_smallN_recovery_focused_batch40_handoff_package,stage3_run69_smallN_recovery_focused_batch40_v01,16,S3R69SNR_N16_B11_n16_recovery_top,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run69_smallN_recovery_focused_batch40_v01,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run69_smallN_recovery_focused_batch40_v01\N16S3R69SNR_N16_B11_n16_recovery_top,J2D_S3R69SNR_N16_B11_n16_recovery_top,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run69_smallN_recovery_focused_batch40_v01\N16S3R69SNR_N16_B11_n16_recovery_top\J2D_S3R69SNR_N16_B11_n16_recovery_top.inp,False,False
run_69_run68_smallN_recovery_focused_batch40_handoff_package,stage3_run69_smallN_recovery_focused_batch40_v01,16,S3R69SNR_N16_B12_n16_recovery_top,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run69_smallN_recovery_focused_batch40_v01,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run69_smallN_recovery_focused_batch40_v01\N16S3R69SNR_N16_B12_n16_recovery_top,J2D_S3R69SNR_N16_B12_n16_recovery_top,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run69_smallN_recovery_focused_batch40_v01\N16S3R69SNR_N16_B12_n16_recovery_top\J2D_S3R69SNR_N16_B12_n16_recovery_top.inp,False,False
run_69_run68_smallN_recovery_focused_batch40_handoff_package,stage3_run69_smallN_recovery_focused_batch40_v01,16,S3R69SNR_N16_B13_n16_u2_safe,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run69_smallN_recovery_focused_batch40_v01,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run69_smallN_recovery_focused_batch40_v01\N16S3R69SNR_N16_B13_n16_u2_safe,J2D_S3R69SNR_N16_B13_n16_u2_safe,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run69_smallN_recovery_focused_batch40_v01\N16S3R69SNR_N16_B13_n16_u2_safe\J2D_S3R69SNR_N16_B13_n16_u2_safe.inp,False,False
run_69_run68_smallN_recovery_focused_batch40_handoff_package,stage3_run69_smallN_recovery_focused_batch40_v01,16,S3R69SNR_N16_B14_n16_u2_safe,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run69_smallN_recovery_focused_batch40_v01,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run69_smallN_recovery_focused_batch40_v01\N16S3R69SNR_N16_B14_n16_u2_safe,J2D_S3R69SNR_N16_B14_n16_u2_safe,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run69_smallN_recovery_focused_batch40_v01\N16S3R69SNR_N16_B14_n16_u2_safe\J2D_S3R69SNR_N16_B14_n16_u2_safe.inp,False,False
run_69_run68_smallN_recovery_focused_batch40_handoff_package,stage3_run69_smallN_recovery_focused_batch40_v01,16,S3R69SNR_N16_B15_n16_u2_safe,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run69_smallN_recovery_focused_batch40_v01,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run69_smallN_recovery_focused_batch40_v01\N16S3R69SNR_N16_B15_n16_u2_safe,J2D_S3R69SNR_N16_B15_n16_u2_safe,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run69_smallN_recovery_focused_batch40_v01\N16S3R69SNR_N16_B15_n16_u2_safe\J2D_S3R69SNR_N16_B15_n16_u2_safe.inp,False,False
run_69_run68_smallN_recovery_focused_batch40_handoff_package,stage3_run69_smallN_recovery_focused_batch40_v01,16,S3R69SNR_N16_B16_n16_uncertainty,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run69_smallN_recovery_focused_batch40_v01,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run69_smallN_recovery_focused_batch40_v01\N16S3R69SNR_N16_B16_n16_uncertainty,J2D_S3R69SNR_N16_B16_n16_uncertainty,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run69_smallN_recovery_focused_batch40_v01\N16S3R69SNR_N16_B16_n16_uncertainty\J2D_S3R69SNR_N16_B16_n16_uncertainty.inp,False,False
run_69_run68_smallN_recovery_focused_batch40_handoff_package,stage3_run69_smallN_recovery_focused_batch40_v01,24,S3R69SNR_N24_B01_n24_anchor_ref,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run69_smallN_recovery_focused_batch40_v01,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run69_smallN_recovery_focused_batch40_v01\N24S3R69SNR_N24_B01_n24_anchor_ref,J2D_S3R69SNR_N24_B01_n24_anchor_ref,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run69_smallN_recovery_focused_batch40_v01\N24S3R69SNR_N24_B01_n24_anchor_ref\J2D_S3R69SNR_N24_B01_n24_anchor_ref.inp,False,False
run_69_run68_smallN_recovery_focused_batch40_handoff_package,stage3_run69_smallN_recovery_focused_batch40_v01,24,S3R69SNR_N24_B02_n24_anchor_ref,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run69_smallN_recovery_focused_batch40_v01,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run69_smallN_recovery_focused_batch40_v01\N24S3R69SNR_N24_B02_n24_anchor_ref,J2D_S3R69SNR_N24_B02_n24_anchor_ref,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run69_smallN_recovery_focused_batch40_v01\N24S3R69SNR_N24_B02_n24_anchor_ref\J2D_S3R69SNR_N24_B02_n24_anchor_ref.inp,False,False
run_69_run68_smallN_recovery_focused_batch40_handoff_package,stage3_run69_smallN_recovery_focused_batch40_v01,24,S3R69SNR_N24_B03_n24_uncertainty,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run69_smallN_recovery_focused_batch40_v01,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run69_smallN_recovery_focused_batch40_v01\N24S3R69SNR_N24_B03_n24_uncertainty,J2D_S3R69SNR_N24_B03_n24_uncertainty,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run69_smallN_recovery_focused_batch40_v01\N24S3R69SNR_N24_B03_n24_uncertainty\J2D_S3R69SNR_N24_B03_n24_uncertainty.inp,False,False
run_69_run68_smallN_recovery_focused_batch40_handoff_package,stage3_run69_smallN_recovery_focused_batch40_v01,24,S3R69SNR_N24_B04_n24_uncertainty,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run69_smallN_recovery_focused_batch40_v01,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run69_smallN_recovery_focused_batch40_v01\N24S3R69SNR_N24_B04_n24_uncertainty,J2D_S3R69SNR_N24_B04_n24_uncertainty,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run69_smallN_recovery_focused_batch40_v01\N24S3R69SNR_N24_B04_n24_uncertainty\J2D_S3R69SNR_N24_B04_n24_uncertainty.inp,False,False
run_69_run68_smallN_recovery_focused_batch40_handoff_package,stage3_run69_smallN_recovery_focused_batch40_v01,40,S3R69SNR_N40_B01_n40_anchor_ref,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run69_smallN_recovery_focused_batch40_v01,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run69_smallN_recovery_focused_batch40_v01\N40S3R69SNR_N40_B01_n40_anchor_ref,J2D_S3R69SNR_N40_B01_n40_anchor_ref,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run69_smallN_recovery_focused_batch40_v01\N40S3R69SNR_N40_B01_n40_anchor_ref\J2D_S3R69SNR_N40_B01_n40_anchor_ref.inp,False,False
run_69_run68_smallN_recovery_focused_batch40_handoff_package,stage3_run69_smallN_recovery_focused_batch40_v01,40,S3R69SNR_N40_B02_n40_anchor_ref,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run69_smallN_recovery_focused_batch40_v01,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run69_smallN_recovery_focused_batch40_v01\N40S3R69SNR_N40_B02_n40_anchor_ref,J2D_S3R69SNR_N40_B02_n40_anchor_ref,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run69_smallN_recovery_focused_batch40_v01\N40S3R69SNR_N40_B02_n40_anchor_ref\J2D_S3R69SNR_N40_B02_n40_anchor_ref.inp,False,False
run_69_run68_smallN_recovery_focused_batch40_handoff_package,stage3_run69_smallN_recovery_focused_batch40_v01,40,S3R69SNR_N40_B03_n40_sentinel,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run69_smallN_recovery_focused_batch40_v01,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run69_smallN_recovery_focused_batch40_v01\N40S3R69SNR_N40_B03_n40_sentinel,J2D_S3R69SNR_N40_B03_n40_sentinel,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run69_smallN_recovery_focused_batch40_v01\N40S3R69SNR_N40_B03_n40_sentinel\J2D_S3R69SNR_N40_B03_n40_sentinel.inp,False,False
run_69_run68_smallN_recovery_focused_batch40_handoff_package,stage3_run69_smallN_recovery_focused_batch40_v01,40,S3R69SNR_N40_B04_n40_uncertainty,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run69_smallN_recovery_focused_batch40_v01,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run69_smallN_recovery_focused_batch40_v01\N40S3R69SNR_N40_B04_n40_uncertainty,J2D_S3R69SNR_N40_B04_n40_uncertainty,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run69_smallN_recovery_focused_batch40_v01\N40S3R69SNR_N40_B04_n40_uncertainty\J2D_S3R69SNR_N40_B04_n40_uncertainty.inp,False,False
