run_id,batch_name,selected_batch,n,handoff_strategy_name,original_run23_candidate_id,original_run23_strategy_name,candidate_family,candidate_source,generation_method,selection_bucket,priority_role,model_prediction_mean,model_prediction_std,predicted_gap_vs_combined108_best,novelty_distance_to_combined108,nearest_existing_teacher_strategy,source_order_json,order_hash,job_name,case_dir,scan_order_json,cae_path,inp_path,jnl_path,generation_log_path,teacher_validated,teacher_validation_status,solver_status,scan_order
run_31_hybrid_policy_batch32_cae_inp_generation,stage3_run30_hybrid_policy_batch32_v01,run29_hybrid_policy_batch32,24,S3R30H32_N24_B03_hybrid_agreement,,,,sentinel_control,random,hybrid_gnn_surrogate_agreement,,,,,,N24_A08_block_interleaved_quarters,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_30_run29_hybrid_policy_batch32_handoff_package\scan_orders\scan_order_S3R30H32_N24_B03_hybrid_agreement.json,acb6dde0deeb6790,J2D_S3R30H32_N24_B03_hybrid_agreement,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run30_hybrid_policy_batch32_v01\N24S3R30H32_N24_B03_hybrid_agreement,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run30_hybrid_policy_batch32_v01\N24S3R30H32_N24_B03_hybrid_agreement\scan_order_S3R30H32_N24_B03_hybrid_agreement.json,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run30_hybrid_policy_batch32_v01\N24S3R30H32_N24_B03_hybrid_agreement\J2D_S3R30H32_N24_B03_hybrid_agreement.cae,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run30_hybrid_policy_batch32_v01\N24S3R30H32_N24_B03_hybrid_agreement\J2D_S3R30H32_N24_B03_hybrid_agreement.inp,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run30_hybrid_policy_batch32_v01\N24S3R30H32_N24_B03_hybrid_agreement\J2D_S3R30H32_N24_B03_hybrid_agreement.jnl,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run30_hybrid_policy_batch32_v01\N24S3R30H32_N24_B03_hybrid_agreement\J2D_S3R30H32_N24_B03_hybrid_agreement.generation_log.json,False,NOT_RUN,NOT_SUBMITTED,"[19,7,14,6,12,18,8,15,0,16,23,17,2,10,22,11,3,1,21,5,13,9,20,4]"
run_31_hybrid_policy_batch32_cae_inp_generation,stage3_run30_hybrid_policy_batch32_v01,run29_hybrid_policy_batch32,24,S3R30H32_N24_B04_hybrid_agreement,,,,gnn_reward_local_search,edge_center,hybrid_gnn_surrogate_agreement,,,,,,S3R24L64_N24_B16_diversity_coverage,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_30_run29_hybrid_policy_batch32_handoff_package\scan_orders\scan_order_S3R30H32_N24_B04_hybrid_agreement.json,70891b090c151440,J2D_S3R30H32_N24_B04_hybrid_agreement,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run30_hybrid_policy_batch32_v01\N24S3R30H32_N24_B04_hybrid_agreement,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run30_hybrid_policy_batch32_v01\N24S3R30H32_N24_B04_hybrid_agreement\scan_order_S3R30H32_N24_B04_hybrid_agreement.json,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run30_hybrid_policy_batch32_v01\N24S3R30H32_N24_B04_hybrid_agreement\J2D_S3R30H32_N24_B04_hybrid_agreement.cae,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run30_hybrid_policy_batch32_v01\N24S3R30H32_N24_B04_hybrid_agreement\J2D_S3R30H32_N24_B04_hybrid_agreement.inp,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run30_hybrid_policy_batch32_v01\N24S3R30H32_N24_B04_hybrid_agreement\J2D_S3R30H32_N24_B04_hybrid_agreement.jnl,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run30_hybrid_policy_batch32_v01\N24S3R30H32_N24_B04_hybrid_agreement\J2D_S3R30H32_N24_B04_hybrid_agreement.generation_log.json,False,NOT_RUN,NOT_SUBMITTED,"[21,12,3,15,23,11,20,14,0,17,4,9,2,6,18,16,22,10,5,8,19,13,1,7]"
run_31_hybrid_policy_batch32_cae_inp_generation,stage3_run30_hybrid_policy_batch32_v01,run29_hybrid_policy_batch32,24,S3R30H32_N24_B05_hybrid_disagreement,,,,surrogate_known_best_local_search,block_swap,hybrid_gnn_surrogate_disagreement,,,,,,S3R24L64_N24_B06_model_disagreement,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_30_run29_hybrid_policy_batch32_handoff_package\scan_orders\scan_order_S3R30H32_N24_B05_hybrid_disagreement.json,f8fc33310d37944e,J2D_S3R30H32_N24_B05_hybrid_disagreement,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run30_hybrid_policy_batch32_v01\N24S3R30H32_N24_B05_hybrid_disagreement,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run30_hybrid_policy_batch32_v01\N24S3R30H32_N24_B05_hybrid_disagreement\scan_order_S3R30H32_N24_B05_hybrid_disagreement.json,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run30_hybrid_policy_batch32_v01\N24S3R30H32_N24_B05_hybrid_disagreement\J2D_S3R30H32_N24_B05_hybrid_disagreement.cae,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run30_hybrid_policy_batch32_v01\N24S3R30H32_N24_B05_hybrid_disagreement\J2D_S3R30H32_N24_B05_hybrid_disagreement.inp,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run30_hybrid_policy_batch32_v01\N24S3R30H32_N24_B05_hybrid_disagreement\J2D_S3R30H32_N24_B05_hybrid_disagreement.jnl,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run30_hybrid_policy_batch32_v01\N24S3R30H32_N24_B05_hybrid_disagreement\J2D_S3R30H32_N24_B05_hybrid_disagreement.generation_log.json,False,NOT_RUN,NOT_SUBMITTED,"[11,23,9,19,5,13,21,7,17,3,15,1,0,2,4,6,8,10,12,14,16,18,20,22]"
run_31_hybrid_policy_batch32_cae_inp_generation,stage3_run30_hybrid_policy_batch32_v01,run29_hybrid_policy_batch32,24,S3R30H32_N24_B06_hybrid_disagreement,,,,surrogate_known_best_local_search,block_swap,hybrid_gnn_surrogate_disagreement,,,,,,S3R19B28_N24_B06_uncertainty_calibration,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_30_run29_hybrid_policy_batch32_handoff_package\scan_orders\scan_order_S3R30H32_N24_B06_hybrid_disagreement.json,f5a6e22da7889e00,J2D_S3R30H32_N24_B06_hybrid_disagreement,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run30_hybrid_policy_batch32_v01\N24S3R30H32_N24_B06_hybrid_disagreement,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run30_hybrid_policy_batch32_v01\N24S3R30H32_N24_B06_hybrid_disagreement\scan_order_S3R30H32_N24_B06_hybrid_disagreement.json,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run30_hybrid_policy_batch32_v01\N24S3R30H32_N24_B06_hybrid_disagreement\J2D_S3R30H32_N24_B06_hybrid_disagreement.cae,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run30_hybrid_policy_batch32_v01\N24S3R30H32_N24_B06_hybrid_disagreement\J2D_S3R30H32_N24_B06_hybrid_disagreement.inp,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run30_hybrid_policy_batch32_v01\N24S3R30H32_N24_B06_hybrid_disagreement\J2D_S3R30H32_N24_B06_hybrid_disagreement.jnl,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run30_hybrid_policy_batch32_v01\N24S3R30H32_N24_B06_hybrid_disagreement\J2D_S3R30H32_N24_B06_hybrid_disagreement.generation_log.json,False,NOT_RUN,NOT_SUBMITTED,"[11,21,7,17,3,15,23,9,19,5,13,1,0,2,4,6,8,10,12,14,16,18,20,22]"
run_31_hybrid_policy_batch32_cae_inp_generation,stage3_run30_hybrid_policy_batch32_v01,run29_hybrid_policy_batch32,24,S3R30H32_N24_B07_surrogate_local,,,,surrogate_known_best_local_search,swap_mutation,surrogate_known_best_local_search,,,,,,S3R24L64_N24_B23_exploitation_reference,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_30_run29_hybrid_policy_batch32_handoff_package\scan_orders\scan_order_S3R30H32_N24_B07_surrogate_local.json,60f47539d1a2014f,J2D_S3R30H32_N24_B07_surrogate_local,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run30_hybrid_policy_batch32_v01\N24S3R30H32_N24_B07_surrogate_local,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run30_hybrid_policy_batch32_v01\N24S3R30H32_N24_B07_surrogate_local\scan_order_S3R30H32_N24_B07_surrogate_local.json,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run30_hybrid_policy_batch32_v01\N24S3R30H32_N24_B07_surrogate_local\J2D_S3R30H32_N24_B07_surrogate_local.cae,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run30_hybrid_policy_batch32_v01\N24S3R30H32_N24_B07_surrogate_local\J2D_S3R30H32_N24_B07_surrogate_local.inp,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run30_hybrid_policy_batch32_v01\N24S3R30H32_N24_B07_surrogate_local\J2D_S3R30H32_N24_B07_surrogate_local.jnl,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run30_hybrid_policy_batch32_v01\N24S3R30H32_N24_B07_surrogate_local\J2D_S3R30H32_N24_B07_surrogate_local.generation_log.json,False,NOT_RUN,NOT_SUBMITTED,"[11,2,4,6,8,10,12,14,16,18,20,22,0,1,3,5,7,9,13,15,17,19,21,23]"
run_31_hybrid_policy_batch32_cae_inp_generation,stage3_run30_hybrid_policy_batch32_v01,run29_hybrid_policy_batch32,24,S3R30H32_N24_B08_surrogate_local,,,,surrogate_known_best_local_search,swap_mutation,surrogate_known_best_local_search,,,,,,N24_A04_method_c_u2_first_engineering,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_30_run29_hybrid_policy_batch32_handoff_package\scan_orders\scan_order_S3R30H32_N24_B08_surrogate_local.json,f0bc5f892cd4bf38,J2D_S3R30H32_N24_B08_surrogate_local,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run30_hybrid_policy_batch32_v01\N24S3R30H32_N24_B08_surrogate_local,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run30_hybrid_policy_batch32_v01\N24S3R30H32_N24_B08_surrogate_local\scan_order_S3R30H32_N24_B08_surrogate_local.json,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run30_hybrid_policy_batch32_v01\N24S3R30H32_N24_B08_surrogate_local\J2D_S3R30H32_N24_B08_surrogate_local.cae,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run30_hybrid_policy_batch32_v01\N24S3R30H32_N24_B08_surrogate_local\J2D_S3R30H32_N24_B08_surrogate_local.inp,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run30_hybrid_policy_batch32_v01\N24S3R30H32_N24_B08_surrogate_local\J2D_S3R30H32_N24_B08_surrogate_local.jnl,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run30_hybrid_policy_batch32_v01\N24S3R30H32_N24_B08_surrogate_local\J2D_S3R30H32_N24_B08_surrogate_local.generation_log.json,False,NOT_RUN,NOT_SUBMITTED,"[4,0,2,6,8,10,12,14,16,18,20,22,11,9,7,5,3,1,13,15,17,19,21,23]"
run_31_hybrid_policy_batch32_cae_inp_generation,stage3_run30_hybrid_policy_batch32_v01,run29_hybrid_policy_batch32,24,S3R30H32_N24_B09_n24_surfacet,,,,N24_surfaceT_best_neighborhood,swap_mutation,N24_surfaceT_best_neighborhood,,,,,,S3R19B28_N24_B06_uncertainty_calibration,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_30_run29_hybrid_policy_batch32_handoff_package\scan_orders\scan_order_S3R30H32_N24_B09_n24_surfacet.json,5281e3fd64d32f70,J2D_S3R30H32_N24_B09_n24_surfacet,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run30_hybrid_policy_batch32_v01\N24S3R30H32_N24_B09_n24_surfacet,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run30_hybrid_policy_batch32_v01\N24S3R30H32_N24_B09_n24_surfacet\scan_order_S3R30H32_N24_B09_n24_surfacet.json,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run30_hybrid_policy_batch32_v01\N24S3R30H32_N24_B09_n24_surfacet\J2D_S3R30H32_N24_B09_n24_surfacet.cae,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run30_hybrid_policy_batch32_v01\N24S3R30H32_N24_B09_n24_surfacet\J2D_S3R30H32_N24_B09_n24_surfacet.inp,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run30_hybrid_policy_batch32_v01\N24S3R30H32_N24_B09_n24_surfacet\J2D_S3R30H32_N24_B09_n24_surfacet.jnl,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run30_hybrid_policy_batch32_v01\N24S3R30H32_N24_B09_n24_surfacet\J2D_S3R30H32_N24_B09_n24_surfacet.generation_log.json,False,NOT_RUN,NOT_SUBMITTED,"[11,3,7,17,9,13,23,21,19,5,15,1,0,2,4,6,8,10,12,14,16,18,20,22]"
run_31_hybrid_policy_batch32_cae_inp_generation,stage3_run30_hybrid_policy_batch32_v01,run29_hybrid_policy_batch32,24,S3R30H32_N24_B10_n24_surfacet,,,,N24_surfaceT_best_neighborhood,reverse_segment,N24_surfaceT_best_neighborhood,,,,,,S3R19B28_N24_B06_uncertainty_calibration,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_30_run29_hybrid_policy_batch32_handoff_package\scan_orders\scan_order_S3R30H32_N24_B10_n24_surfacet.json,8df699e4bdda5bac,J2D_S3R30H32_N24_B10_n24_surfacet,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run30_hybrid_policy_batch32_v01\N24S3R30H32_N24_B10_n24_surfacet,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run30_hybrid_policy_batch32_v01\N24S3R30H32_N24_B10_n24_surfacet\scan_order_S3R30H32_N24_B10_n24_surfacet.json,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run30_hybrid_policy_batch32_v01\N24S3R30H32_N24_B10_n24_surfacet\J2D_S3R30H32_N24_B10_n24_surfacet.cae,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run30_hybrid_policy_batch32_v01\N24S3R30H32_N24_B10_n24_surfacet\J2D_S3R30H32_N24_B10_n24_surfacet.inp,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run30_hybrid_policy_batch32_v01\N24S3R30H32_N24_B10_n24_surfacet\J2D_S3R30H32_N24_B10_n24_surfacet.jnl,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run30_hybrid_policy_batch32_v01\N24S3R30H32_N24_B10_n24_surfacet\J2D_S3R30H32_N24_B10_n24_surfacet.generation_log.json,False,NOT_RUN,NOT_SUBMITTED,"[11,21,19,3,23,13,9,17,7,5,15,1,0,2,4,6,8,10,12,14,16,18,20,22]"
run_31_hybrid_policy_batch32_cae_inp_generation,stage3_run30_hybrid_policy_batch32_v01,run29_hybrid_policy_batch32,24,S3R30H32_N24_B11_n24_surfacet,,,,N24_surfaceT_best_neighborhood,block_swap,N24_surfaceT_best_neighborhood,,,,,,S3R24L64_N24_B06_model_disagreement,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_30_run29_hybrid_policy_batch32_handoff_package\scan_orders\scan_order_S3R30H32_N24_B11_n24_surfacet.json,a07449b82dca9086,J2D_S3R30H32_N24_B11_n24_surfacet,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run30_hybrid_policy_batch32_v01\N24S3R30H32_N24_B11_n24_surfacet,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run30_hybrid_policy_batch32_v01\N24S3R30H32_N24_B11_n24_surfacet\scan_order_S3R30H32_N24_B11_n24_surfacet.json,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run30_hybrid_policy_batch32_v01\N24S3R30H32_N24_B11_n24_surfacet\J2D_S3R30H32_N24_B11_n24_surfacet.cae,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run30_hybrid_policy_batch32_v01\N24S3R30H32_N24_B11_n24_surfacet\J2D_S3R30H32_N24_B11_n24_surfacet.inp,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run30_hybrid_policy_batch32_v01\N24S3R30H32_N24_B11_n24_surfacet\J2D_S3R30H32_N24_B11_n24_surfacet.jnl,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run30_hybrid_policy_batch32_v01\N24S3R30H32_N24_B11_n24_surfacet\J2D_S3R30H32_N24_B11_n24_surfacet.generation_log.json,False,NOT_RUN,NOT_SUBMITTED,"[11,21,23,17,9,13,7,3,19,5,15,1,0,2,4,6,8,10,12,14,16,18,20,22]"
run_31_hybrid_policy_batch32_cae_inp_generation,stage3_run30_hybrid_policy_batch32_v01,run29_hybrid_policy_batch32,24,S3R30H32_N24_B12_uncertainty,,,,surrogate_known_best_local_search,reverse_segment,uncertainty_calibration,,,,,,S3R24L64_N24_B23_exploitation_reference,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_30_run29_hybrid_policy_batch32_handoff_package\scan_orders\scan_order_S3R30H32_N24_B12_uncertainty.json,04096523d67b9585,J2D_S3R30H32_N24_B12_uncertainty,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run30_hybrid_policy_batch32_v01\N24S3R30H32_N24_B12_uncertainty,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run30_hybrid_policy_batch32_v01\N24S3R30H32_N24_B12_uncertainty\scan_order_S3R30H32_N24_B12_uncertainty.json,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run30_hybrid_policy_batch32_v01\N24S3R30H32_N24_B12_uncertainty\J2D_S3R30H32_N24_B12_uncertainty.cae,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run30_hybrid_policy_batch32_v01\N24S3R30H32_N24_B12_uncertainty\J2D_S3R30H32_N24_B12_uncertainty.inp,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run30_hybrid_policy_batch32_v01\N24S3R30H32_N24_B12_uncertainty\J2D_S3R30H32_N24_B12_uncertainty.jnl,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run30_hybrid_policy_batch32_v01\N24S3R30H32_N24_B12_uncertainty\J2D_S3R30H32_N24_B12_uncertainty.generation_log.json,False,NOT_RUN,NOT_SUBMITTED,"[14,12,10,8,6,4,2,0,16,18,20,22,11,1,3,5,7,9,13,15,17,19,21,23]"
run_31_hybrid_policy_batch32_cae_inp_generation,stage3_run30_hybrid_policy_batch32_v01,run29_hybrid_policy_batch32,40,S3R30H32_N40_B01_new_best_local,,,,N40_new_best_neighborhood,reverse_segment,new_best_local_search,,,,,,S3R24L64_N40_B23_exploitation_reference,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_30_run29_hybrid_policy_batch32_handoff_package\scan_orders\scan_order_S3R30H32_N40_B01_new_best_local.json,927e7f557f27ea6c,J2D_S3R30H32_N40_B01_new_best_local,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run30_hybrid_policy_batch32_v01\N40S3R30H32_N40_B01_new_best_local,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run30_hybrid_policy_batch32_v01\N40S3R30H32_N40_B01_new_best_local\scan_order_S3R30H32_N40_B01_new_best_local.json,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run30_hybrid_policy_batch32_v01\N40S3R30H32_N40_B01_new_best_local\J2D_S3R30H32_N40_B01_new_best_local.cae,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run30_hybrid_policy_batch32_v01\N40S3R30H32_N40_B01_new_best_local\J2D_S3R30H32_N40_B01_new_best_local.inp,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run30_hybrid_policy_batch32_v01\N40S3R30H32_N40_B01_new_best_local\J2D_S3R30H32_N40_B01_new_best_local.jnl,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run30_hybrid_policy_batch32_v01\N40S3R30H32_N40_B01_new_best_local\J2D_S3R30H32_N40_B01_new_best_local.generation_log.json,False,NOT_RUN,NOT_SUBMITTED,"[0,2,4,6,8,10,12,14,16,18,20,28,30,32,34,36,38,26,24,22,19,17,15,13,11,9,7,5,3,1,21,23,25,27,29,31,33,35,37,39]"
run_31_hybrid_policy_batch32_cae_inp_generation,stage3_run30_hybrid_policy_batch32_v01,run29_hybrid_policy_batch32,40,S3R30H32_N40_B02_new_best_local,,,,N40_new_best_neighborhood,reverse_segment,new_best_local_search,,,,,,S3R24L64_N40_B23_exploitation_reference,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_30_run29_hybrid_policy_batch32_handoff_package\scan_orders\scan_order_S3R30H32_N40_B02_new_best_local.json,39ff1b3d87964502,J2D_S3R30H32_N40_B02_new_best_local,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run30_hybrid_policy_batch32_v01\N40S3R30H32_N40_B02_new_best_local,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run30_hybrid_policy_batch32_v01\N40S3R30H32_N40_B02_new_best_local\scan_order_S3R30H32_N40_B02_new_best_local.json,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run30_hybrid_policy_batch32_v01\N40S3R30H32_N40_B02_new_best_local\J2D_S3R30H32_N40_B02_new_best_local.cae,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run30_hybrid_policy_batch32_v01\N40S3R30H32_N40_B02_new_best_local\J2D_S3R30H32_N40_B02_new_best_local.inp,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run30_hybrid_policy_batch32_v01\N40S3R30H32_N40_B02_new_best_local\J2D_S3R30H32_N40_B02_new_best_local.jnl,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run30_hybrid_policy_batch32_v01\N40S3R30H32_N40_B02_new_best_local\J2D_S3R30H32_N40_B02_new_best_local.generation_log.json,False,NOT_RUN,NOT_SUBMITTED,"[0,2,4,6,8,10,12,14,16,18,20,30,32,34,36,38,28,26,24,22,19,17,15,13,11,9,7,5,3,1,21,23,25,27,29,31,33,35,37,39]"
run_31_hybrid_policy_batch32_cae_inp_generation,stage3_run30_hybrid_policy_batch32_v01,run29_hybrid_policy_batch32,40,S3R30H32_N40_B03_new_best_local,,,,N40_new_best_neighborhood,reverse_segment,new_best_local_search,,,,,,S3R24L64_N40_B23_exploitation_reference,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_30_run29_hybrid_policy_batch32_handoff_package\scan_orders\scan_order_S3R30H32_N40_B03_new_best_local.json,1779d0804e2f37b5,J2D_S3R30H32_N40_B03_new_best_local,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run30_hybrid_policy_batch32_v01\N40S3R30H32_N40_B03_new_best_local,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run30_hybrid_policy_batch32_v01\N40S3R30H32_N40_B03_new_best_local\scan_order_S3R30H32_N40_B03_new_best_local.json,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run30_hybrid_policy_batch32_v01\N40S3R30H32_N40_B03_new_best_local\J2D_S3R30H32_N40_B03_new_best_local.cae,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run30_hybrid_policy_batch32_v01\N40S3R30H32_N40_B03_new_best_local\J2D_S3R30H32_N40_B03_new_best_local.inp,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run30_hybrid_policy_batch32_v01\N40S3R30H32_N40_B03_new_best_local\J2D_S3R30H32_N40_B03_new_best_local.jnl,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run30_hybrid_policy_batch32_v01\N40S3R30H32_N40_B03_new_best_local\J2D_S3R30H32_N40_B03_new_best_local.generation_log.json,False,NOT_RUN,NOT_SUBMITTED,"[0,2,4,6,8,10,12,14,16,18,20,36,38,34,32,30,28,26,24,22,19,17,15,13,11,9,7,5,3,1,21,23,25,27,29,31,33,35,37,39]"
run_31_hybrid_policy_batch32_cae_inp_generation,stage3_run30_hybrid_policy_batch32_v01,run29_hybrid_policy_batch32,40,S3R30H32_N40_B04_new_best_local,,,,N40_new_best_neighborhood,swap_mutation,new_best_local_search,,,,,,S3R24L64_N40_B23_exploitation_reference,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_30_run29_hybrid_policy_batch32_handoff_package\scan_orders\scan_order_S3R30H32_N40_B04_new_best_local.json,990bf7b23bf6bd44,J2D_S3R30H32_N40_B04_new_best_local,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run30_hybrid_policy_batch32_v01\N40S3R30H32_N40_B04_new_best_local,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run30_hybrid_policy_batch32_v01\N40S3R30H32_N40_B04_new_best_local\scan_order_S3R30H32_N40_B04_new_best_local.json,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run30_hybrid_policy_batch32_v01\N40S3R30H32_N40_B04_new_best_local\J2D_S3R30H32_N40_B04_new_best_local.cae,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run30_hybrid_policy_batch32_v01\N40S3R30H32_N40_B04_new_best_local\J2D_S3R30H32_N40_B04_new_best_local.inp,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run30_hybrid_policy_batch32_v01\N40S3R30H32_N40_B04_new_best_local\J2D_S3R30H32_N40_B04_new_best_local.jnl,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run30_hybrid_policy_batch32_v01\N40S3R30H32_N40_B04_new_best_local\J2D_S3R30H32_N40_B04_new_best_local.generation_log.json,False,NOT_RUN,NOT_SUBMITTED,"[0,2,4,6,8,10,12,14,16,18,22,38,36,34,32,30,28,26,24,20,19,17,15,13,11,9,7,5,3,1,21,23,25,27,29,31,33,35,37,39]"
