n,order_hash,candidate_source,selection_bucket,generation_method,seed_strategy,first_track_norm,last_track_norm,normalized_mean_jump,normalized_max_jump,adjacent_jump_count,long_jump_count,parity_switch_rate,monotonicity_fraction,direction_reversal_count,jump_entropy,early_center_bias,late_center_bias,edge_early_count,center_early_count,max_unvisited_gap_proxy_mean_norm,max_unvisited_gap_proxy_max_norm,candidate_id,strategy_name,order_json,order_compact,novelty_distance_to_combined108,nearest_combined108_strategy,novelty_distance_to_run24_shortlist64,nearest_run24_shortlist64_strategy,duplicate_of_combined108_teacher,duplicate_of_run23_or_run24,gnn_reward_pred,extra_trees_F01_pred,gnn_vs_ET_disagreement,selection_score,selection_rank_within_n,gnn_reward_rank_within_n,batch64_rank_within_n
16,f7b4d557dedaedfd,gnn_policy_known_best_mutation,gnn_reward_local_search,swap_mutation,S3R19B28_N16_B04_method_c_inspired,0.8,1.0,0.30666666666666664,0.9333333333333333,1,4,0.06666666666666667,0.6428571428571429,5,1.506595088124638,0.5,0.5666666666666667,2,2,0.1953125,0.75,R26_N16_C00260,N16_R26_N16_C00260_gnn_reward_local_search,"[12,2,4,6,8,14,0,10,9,1,3,5,7,11,13,15]",12-2-4-6-8-14-0-10-9-1-3-5-7-11-13-15,0.09166666666666666,S3R19B28_N16_B02_u2_primary_top,0.1,S3R24L64_N16_B08_exploitation_reference,False,False,0.7863748073577881,0.7176146279977484,0.06876017936003964,0.558481671579779,3,3,3
16,d977ca830c4048f4,gnn_policy_known_best_mutation,known_best_neighborhood,swap_mutation,S3R19B28_N16_B04_method_c_inspired,0.9333333333333333,1.0,0.28,0.8,1,4,0.06666666666666667,0.6428571428571429,5,1.2048762065461596,0.5666666666666667,0.5666666666666667,2,2,0.2421875,0.875,R26_N16_C00276,N16_R26_N16_C00276_known_best_neighborhood,"[14,2,4,6,8,0,12,10,9,1,3,5,7,11,13,15]",14-2-4-6-8-0-12-10-9-1-3-5-7-11-13-15,0.075,S3R19B28_N16_B04_method_c_inspired,0.1,S3R24L64_N16_B03_model_disagreement,False,False,0.8235770463943481,0.7359498837745799,0.08762716261976822,0.5783598580830784,1,1,4
16,18f222d4074aa10d,gnn_policy_known_best_mutation,known_best_neighborhood,swap_mutation,N16_A04_method_c_u2_first_engineering,0.9333333333333333,1.0,0.2711111111111111,0.8,0,3,0.06666666666666667,0.6428571428571429,5,0.857174043638079,0.5666666666666667,0.6,2,2,0.23046875,0.875,R26_N16_C00628,N16_R26_N16_C00628_known_best_neighborhood,"[14,2,4,6,8,10,12,0,7,5,3,1,9,11,13,15]",14-2-4-6-8-10-12-0-7-5-3-1-9-11-13-15,0.1,S3B20_N16_B01_surrogate_top,0.09166666666666666,S3R24L64_N16_B08_exploitation_reference,False,False,0.797438383102417,0.6798507150445793,0.11758766805783771,0.5605687179630163,2,2,5
16,8daa81df281cd55d,gnn_policy_known_best_mutation,known_best_neighborhood,swap_mutation,N16_A03_greedy_maximin_distance,0.9333333333333333,0.0,0.29333333333333333,0.8,2,4,0.13333333333333333,0.5,7,1.4943650834483881,0.6,0.5,2,2,0.23828125,0.875,R26_N16_C00354,N16_R26_N16_C00354_known_best_neighborhood,"[14,15,7,11,3,5,9,13,1,2,4,6,8,10,12,0]",14-15-7-11-3-5-9-13-1-2-4-6-8-10-12-0,0.24166666666666667,N16_A03_greedy_maximin_distance,0.375,S3R24L64_N16_B07_sentinel_control,False,False,0.7377321720123291,0.6502727751984101,0.08745939681391901,0.5516269442198759,4,10,6
16,25e0ca9320befd61,gnn_policy_known_best_mutation,known_best_neighborhood,swap_mutation,S3R19B28_N16_B02_u2_primary_top,0.6666666666666666,1.0,0.2533333333333333,0.9333333333333333,1,2,0.06666666666666667,0.6428571428571429,5,1.0805738483598537,0.26666666666666666,0.6,0,4,0.16796875,0.625,R26_N16_C00249,N16_R26_N16_C00249_known_best_neighborhood,"[10,4,6,8,2,12,14,0,1,3,5,7,9,11,13,15]",10-4-6-8-2-12-14-0-1-3-5-7-9-11-13-15,0.058333333333333334,S3R19B28_N16_B02_u2_primary_top,0.058333333333333334,S3R24L64_N16_B02_top_region,False,False,0.7560662031173706,0.7550546190827923,0.00101158403457835,0.5407612712436394,5,6,7
16,d84ff682c5963b89,gnn_policy_known_best_mutation,known_best_neighborhood,reverse_segment,S3R19B28_N16_B01_surrogate_top,0.4,1.0,0.20888888888888887,0.6666666666666666,1,2,0.06666666666666667,0.7857142857142857,3,0.9495936677117385,0.6,0.6,2,2,0.21484375,0.5625,R26_N16_C00483,N16_R26_N16_C00483_known_best_neighborhood,"[6,4,2,0,10,12,14,8,7,5,3,1,9,11,13,15]",6-4-2-0-10-12-14-8-7-5-3-1-9-11-13-15,0.05,S3R19B28_N16_B01_surrogate_top,0.13333333333333333,S3R24L64_N16_B02_top_region,False,False,0.7558989524841309,0.760229267866247,0.0043303153821161455,0.5406448771226323,6,7,8
24,37d3d9ce7a14c37c,graph_pointer_beam_search,gnn_policy_beam_search,beam_3,,0.0,0.9565217391304348,0.11720226843100189,0.8260869565217391,1,1,0.08695652173913043,0.8636363636363636,3,0.355712859743894,0.5652173913043478,0.6956521739130435,3,3,0.3055555555555555,0.9583333333333334,R26_N24_C00004,N24_R26_N24_C00004_gnn_policy_beam_search,"[0,2,4,6,8,10,12,14,16,18,20,1,3,5,7,9,11,13,15,17,19,21,23,22]",0-2-4-6-8-10-12-14-16-18-20-1-3-5-7-9-11-13-15-17-19-21-23-22,0.043478260869565216,N24_A02_odd_even_interlaced,0.06159420289855073,S3R24L64_N24_B23_exploitation_reference,False,False,0.6366144418716431,0.7525730171979078,0.11595857532626475,0.4949112628482559,96,335,1
24,bc8cfb982478ffe8,graph_pointer_temperature_sampled,gnn_policy_temperature_diverse,temp_0.65_topk_6,,0.0,0.9565217391304348,0.24196597353497165,0.9130434782608695,3,3,0.34782608695652173,0.6363636363636364,8,2.1361188464557306,0.6231884057971014,0.5072463768115942,3,3,0.234375,0.9583333333333334,R26_N24_C00069,N24_R26_N24_C00069_gnn_policy_temperature_diverse,"[0,21,23,15,10,6,8,18,14,2,4,5,20,12,13,11,1,3,7,9,16,17,19,22]",0-21-23-15-10-6-8-18-14-2-4-5-20-12-13-11-1-3-7-9-16-17-19-22,0.36231884057971014,N24_A10_graph_pointer_policy_zero_shot_or_proxy_best,0.35507246376811596,S3R24L64_N24_B04_top_region,False,False,0.4004419445991516,0.39177385066086906,0.00866809393828255,0.3514729152446058,1034,1172,2
24,1c2ab5263f261925,graph_pointer_temperature_sampled,gnn_policy_temperature_diverse,temp_0.65_topk_None,,0.0,0.7391304347826086,0.21361058601134214,0.782608695652174,3,2,0.21739130434782608,0.5909090909090909,9,1.7020802275379436,0.5652173913043478,0.681159420289855,3,3,0.3159722222222222,0.9583333333333334,R26_N24_C00179,N24_R26_N24_C00179_gnn_policy_temperature_diverse,"[0,2,4,6,8,10,16,14,12,23,11,21,22,15,5,7,9,13,3,1,19,20,18,17]",0-2-4-6-8-10-16-14-12-23-11-21-22-15-5-7-9-13-3-1-19-20-18-17,0.20652173913043478,S3R19B28_N24_B10_known_best_mutation,0.19927536231884058,S3R24L64_N24_B04_top_region,False,False,0.4194958806037903,0.4636492314997511,0.04415335089596084,0.3504051370623264,1036,1128,3
24,e907793aa372dcd3,gnn_policy_known_best_mutation,gnn_reward_local_search,reverse_segment,S3R19B28_N24_B09_known_best_mutation,0.9565217391304348,0.0,0.19281663516068054,1.0,0,3,0.08695652173913043,0.8181818181818182,4,0.7031315809605685,0.4202898550724638,0.7101449275362319,2,4,0.18923611111111113,0.9166666666666666,R26_N24_C01758,N24_R26_N24_C01758_gnn_reward_local_search,"[22,12,10,8,6,4,2,20,18,16,14,1,3,5,7,9,11,13,15,17,19,21,23,0]",22-12-10-8-6-4-2-20-18-16-14-1-3-5-7-9-11-13-15-17-19-21-23-0,0.07608695652173914,S3R19B28_N24_B09_known_best_mutation,0.17028985507246377,S3R24L64_N24_B05_top_region,False,False,0.8301273584365845,0.6746648345764671,0.15546252386011739,0.5729871636309394,5,3,4
24,0625c3e3801502a7,gnn_policy_known_best_mutation,known_best_neighborhood,swap_mutation,N24_A04_method_c_u2_first_engineering,0.9565217391304348,1.0,0.19092627599243855,0.8695652173913043,0,3,0.043478260869565216,0.7727272727272727,5,0.6428579130867905,0.5507246376811594,0.5652173913043478,3,3,0.234375,0.9166666666666666,R26_N24_C00337,N24_R26_N24_C00337_known_best_neighborhood,"[22,2,4,6,8,10,12,14,16,18,20,0,11,9,7,5,3,1,13,15,17,19,21,23]",22-2-4-6-8-10-12-14-16-18-20-0-11-9-7-5-3-1-13-15-17-19-21-23,0.07608695652173914,N24_A04_method_c_u2_first_engineering,0.07246376811594203,S3R24L64_N24_B03_top_region,False,False,0.8513281345367432,0.6797011740793745,0.1716269604573687,0.5854030414114627,1,1,5
24,7e6956a20bc1a5f3,gnn_policy_known_best_mutation,known_best_neighborhood,swap_mutation,S3B20_N24_B02_diversity_top,1.0,0.043478260869565216,0.18525519848771269,0.9130434782608695,0,3,0.08695652173913043,0.8181818181818182,4,0.6428579130867905,0.3913043478260869,0.6231884057971014,2,4,0.21875,0.9583333333333334,R26_N24_C01351,N24_R26_N24_C01351_known_best_neighborhood,"[23,5,7,9,11,13,15,17,19,21,3,0,2,4,6,8,10,12,14,16,18,20,22,1]",23-5-7-9-11-13-15-17-19-21-3-0-2-4-6-8-10-12-14-16-18-20-22-1,0.06884057971014493,S3B20_N24_B02_diversity_top,0.11594202898550725,S3R24L64_N24_B07_model_disagreement,False,False,0.8424086570739746,0.6755769789923128,0.16683167808166177,0.578429424181562,2,2,6
24,0a51de2346217cbd,gnn_policy_known_best_mutation,known_best_neighborhood,reverse_segment,S3R19B28_N24_B06_uncertainty_calibration,1.0,0.9565217391304348,0.2665406427221172,0.6086956521739131,1,4,0.043478260869565216,0.5909090909090909,9,1.1305109960423716,0.5942028985507246,0.47826086956521735,3,3,0.1579861111111111,0.9583333333333334,R26_N24_C00731,N24_R26_N24_C00731_known_best_neighborhood,"[23,13,3,17,7,21,11,9,19,5,15,1,0,2,4,6,8,10,12,14,16,18,20,22]",23-13-3-17-7-21-11-9-19-5-15-1-0-2-4-6-8-10-12-14-16-18-20-22,0.07608695652173914,S3R19B28_N24_B06_uncertainty_calibration,0.07971014492753623,S3R24L64_N24_B06_model_disagreement,False,False,0.8143731355667114,0.7493421090218457,0.0650310265448657,0.575523932219316,3,4,7
24,965294db573aac8a,gnn_policy_known_best_mutation,known_best_neighborhood,reverse_segment,N24_A04_method_c_u2_first_engineering,0.6086956521739131,1.0,0.14933837429111532,0.6956521739130435,0,2,0.043478260869565216,0.8636363636363636,3,0.5305096302260272,0.30434782608695654,0.5652173913043478,1,5,0.1875,0.5833333333333334,R26_N24_C00301,N24_R26_N24_C00301_known_best_neighborhood,"[14,12,10,8,6,4,2,0,16,18,20,22,11,9,7,5,3,1,13,15,17,19,21,23]",14-12-10-8-6-4-2-0-16-18-20-22-11-9-7-5-3-1-13-15-17-19-21-23,0.09057971014492754,S3B20_N24_B05_surrogate_top,0.09782608695652174,S3R24L64_N24_B03_top_region,False,False,0.8101919889450073,0.7295292234403977,0.0806627655046096,0.5731509194647992,4,5,8
24,aa8a900148c2d4a7,gnn_policy_known_best_mutation,known_best_neighborhood,reverse_segment,S3R19B28_N24_B10_known_best_mutation,0.6086956521739131,0.043478260869565216,0.1833648393194707,0.6956521739130435,0,3,0.043478260869565216,0.8181818181818182,4,0.8131904766523733,0.30434782608695654,0.608695652173913,1,5,0.1875,0.5833333333333334,R26_N24_C00521,N24_R26_N24_C00521_known_best_neighborhood,"[14,12,10,8,6,4,2,0,16,18,20,22,11,9,7,5,3,19,21,23,17,15,13,1]",14-12-10-8-6-4-2-0-16-18-20-22-11-9-7-5-3-19-21-23-17-15-13-1,0.10144927536231885,S3R19B28_N24_B10_known_best_mutation,0.16304347826086957,S3R24L64_N24_B03_top_region,False,False,0.8086560964584351,0.7117123984208433,0.09694369803759173,0.5718075678877296,6,6,9
24,f3edd1c962b22cd7,gnn_policy_known_best_mutation,known_best_neighborhood,swap_mutation,S3R19B28_N24_B09_known_best_mutation,1.0,0.0,0.18714555765595461,0.8260869565217391,0,3,0.13043478260869565,0.8181818181818182,4,0.6428579130867905,0.43478260869565216,0.6811594202898551,2,4,0.234375,0.9583333333333334,R26_N24_C01817,N24_R26_N24_C01817_known_best_neighborhood,"[23,4,6,8,10,12,22,20,18,16,14,1,3,5,7,9,11,13,15,17,19,21,2,0]",23-4-6-8-10-12-22-20-18-16-14-1-3-5-7-9-11-13-15-17-19-21-2-0,0.15579710144927536,S3R19B28_N24_B09_known_best_mutation,0.25,S3R24L64_N24_B05_top_region,False,False,0.7949594259262085,0.6626986596126078,0.13226076631360073,0.5677919034911609,7,8,10
24,38d1c42f40ab0ac9,gnn_policy_known_best_mutation,known_best_neighborhood,swap_mutation,S3R19B28_N24_B01_surrogate_top,1.0,0.0,0.18714555765595461,0.8260869565217391,0,3,0.13043478260869565,0.8181818181818182,4,0.6428579130867905,0.43478260869565216,0.6811594202898551,2,4,0.2517361111111111,0.9583333333333334,R26_N24_C01980,N24_R26_N24_C01980_known_best_neighborhood,"[23,4,6,8,10,12,14,16,18,20,22,11,9,7,5,3,1,13,15,17,19,21,2,0]",23-4-6-8-10-12-14-16-18-20-22-11-9-7-5-3-1-13-15-17-19-21-2-0,0.15579710144927536,S3R19B28_N24_B01_surrogate_top,0.23550724637681159,S3R24L64_N24_B03_top_region,False,False,0.7949594259262085,0.6626986596126079,0.13226076631360062,0.5677919034911609,8,9,11
24,d20eea58757f3451,gnn_policy_known_best_mutation,gnn_reward_local_search,reverse_segment,S3B20_N24_B04_surrogate_top,0.6086956521739131,0.8260869565217391,0.15689981096408318,0.6956521739130435,0,2,0.043478260869565216,0.8181818181818182,4,0.7031315809605685,0.30434782608695654,0.5652173913043478,1,5,0.1875,0.5833333333333334,R26_N24_C00918,N24_R26_N24_C00918_gnn_reward_local_search,"[14,12,10,8,6,4,2,0,16,18,20,22,11,9,7,5,3,1,13,15,17,23,21,19]",14-12-10-8-6-4-2-0-16-18-20-22-11-9-7-5-3-1-13-15-17-23-21-19,0.10144927536231885,S3B20_N24_B04_surrogate_top,0.10869565217391304,S3R24L64_N24_B03_top_region,False,False,0.7967517375946045,0.7175765653108925,0.07917517228371196,0.56613979554613,9,7,12
24,1b447377280e23ea,gnn_policy_known_best_mutation,known_best_neighborhood,reverse_segment,S3R19B28_N24_B01_surrogate_top,0.6956521739130435,0.0,0.1890359168241966,1.0,0,3,0.08695652173913043,0.8181818181818182,4,0.7031315809605685,0.2608695652173913,0.7101449275362319,0,6,0.1875,0.6666666666666666,R26_N24_C01887,N24_R26_N24_C01887_known_best_neighborhood,"[16,14,12,10,8,6,4,2,18,20,22,11,9,7,5,3,1,13,15,17,19,21,23,0]",16-14-12-10-8-6-4-2-18-20-22-11-9-7-5-3-1-13-15-17-19-21-23-0,0.10144927536231885,S3R19B28_N24_B01_surrogate_top,0.18115942028985507,S3R24L64_N24_B03_top_region,False,False,0.7711851596832275,0.6752821864431162,0.09590297324011132,0.5457340208647063,10,12,13
24,b7c3209a51414869,gnn_policy_known_best_mutation,gnn_reward_local_search,swap_mutation,S3R19B28_N24_B01_surrogate_top,0.8695652173913043,0.0,0.2495274102079395,1.0,0,5,0.08695652173913043,0.7272727272727273,6,0.9811063372242121,0.3913043478260869,0.7101449275362319,2,4,0.1909722222222222,0.8333333333333334,R26_N24_C01985,N24_R26_N24_C01985_gnn_reward_local_search,"[20,4,6,8,10,12,14,16,18,2,22,11,9,7,5,3,1,13,15,17,19,21,23,0]",20-4-6-8-10-12-14-16-18-2-22-11-9-7-5-3-1-13-15-17-19-21-23-0,0.06159420289855073,S3R19B28_N24_B01_surrogate_top,0.14130434782608695,S3R24L64_N24_B03_top_region,False,False,0.7765949964523315,0.6780757852970916,0.09851921115523998,0.5411574564230562,11,11,14
24,298d132aadc6ad0c,gnn_policy_known_best_mutation,known_best_neighborhood,swap_mutation,N24_A04_method_c_u2_first_engineering,0.6086956521739131,1.0,0.18714555765595461,0.6956521739130435,0,4,0.043478260869565216,0.7727272727272727,5,0.7301668894844847,0.43478260869565216,0.5652173913043478,2,4,0.1840277777777778,0.5833333333333334,R26_N24_C00361,N24_R26_N24_C00361_known_best_neighborhood,"[14,2,4,6,8,10,12,0,16,18,20,22,11,9,7,5,3,1,13,15,17,19,21,23]",14-2-4-6-8-10-12-0-16-18-20-22-11-9-7-5-3-1-13-15-17-19-21-23,0.04710144927536232,N24_A04_method_c_u2_first_engineering,0.043478260869565216,S3R24L64_N24_B03_top_region,False,False,0.7790557146072388,0.6846861175741668,0.09436959703307202,0.5406038505251788,12,10,15
24,3944f7bd5704d5f9,gnn_policy_known_best_mutation,gnn_reward_local_search,reverse_segment,S3B20_N24_B04_surrogate_top,0.43478260869565216,0.8260869565217391,0.14933837429111532,0.5217391304347826,0,2,0.043478260869565216,0.8181818181818182,4,0.6428579130867905,0.5652173913043478,0.5652173913043478,3,3,0.21701388888888887,0.5416666666666666,R26_N24_C01052,N24_R26_N24_C01052_gnn_reward_local_search,"[10,8,6,4,2,0,12,14,16,18,20,22,11,9,7,5,3,1,13,15,17,23,21,19]",10-8-6-4-2-0-12-14-16-18-20-22-11-9-7-5-3-1-13-15-17-23-21-19,0.05434782608695652,S3B20_N24_B04_surrogate_top,0.06159420289855073,S3R24L64_N24_B03_top_region,False,False,0.7622888088226318,0.720364189822673,0.04192461899995881,0.5381830385432398,13,13,16
24,a6e83bb11e5abfdd,gnn_policy_known_best_mutation,known_best_neighborhood,reverse_segment,S3B20_N24_B02_diversity_top,0.6521739130434783,0.043478260869565216,0.18525519848771269,1.0,0,3,0.08695652173913043,0.8181818181818182,4,0.5305096302260272,0.2753623188405797,0.6231884057971014,1,5,0.1753472222222222,0.625,R26_N24_C01326,N24_R26_N24_C01326_known_best_neighborhood,"[15,13,11,9,7,5,3,17,19,21,23,0,2,4,6,8,10,12,14,16,18,20,22,1]",15-13-11-9-7-5-3-17-19-21-23-0-2-4-6-8-10-12-14-16-18-20-22-1,0.07608695652173914,S3B20_N24_B02_diversity_top,0.13043478260869565,S3R24L64_N24_B07_model_disagreement,False,False,0.7610594034194946,0.6734901729947124,0.08756923042478226,0.5348235891342767,14,14,17
24,96cd0cdea2709e3f,gnn_policy_known_best_mutation,known_best_neighborhood,reverse_segment,N24_A04_method_c_u2_first_engineering,0.34782608695652173,1.0,0.1379962192816635,0.5217391304347826,0,1,0.043478260869565216,0.8636363636363636,3,0.5305096302260272,0.5652173913043478,0.5652173913043478,3,3,0.234375,0.625,R26_N24_C00262,N24_R26_N24_C00262_known_best_neighborhood,"[8,6,4,2,0,10,12,14,16,18,20,22,11,9,7,5,3,1,13,15,17,19,21,23]",8-6-4-2-0-10-12-14-16-18-20-22-11-9-7-5-3-1-13-15-17-19-21-23,0.025362318840579712,S3B20_N24_B05_surrogate_top,0.03260869565217391,S3R24L64_N24_B03_top_region,False,False,0.7540807723999023,0.7470513349479567,0.007029437451945619,0.5318745888302557,15,17,18
24,f864d1b4f72c67c5,gnn_policy_known_best_mutation,known_best_neighborhood,reverse_segment,S3R19B28_N24_B06_uncertainty_calibration,0.7391304347826086,0.9565217391304348,0.277882797731569,0.6086956521739131,1,4,0.043478260869565216,0.5909090909090909,9,1.2801645524184988,0.43478260869565216,0.47826086956521735,2,4,0.13368055555555555,0.7083333333333334,R26_N24_C00674,N24_R26_N24_C00674_known_best_neighborhood,"[17,7,21,11,3,13,23,9,19,5,15,1,0,2,4,6,8,10,12,14,16,18,20,22]",17-7-21-11-3-13-23-9-19-5-15-1-0-2-4-6-8-10-12-14-16-18-20-22,0.021739130434782608,S3R19B28_N24_B06_uncertainty_calibration,0.03985507246376811,S3R24L64_N24_B06_model_disagreement,False,False,0.7533693313598633,0.7490747811473216,0.004294550212541659,0.5310621755069795,16,18,19
