n,strategy_name,handoff_strategy_name,job_name,dataset_source,original_run23_candidate_id,candidate_family,candidate_source,generation_method,selection_bucket,priority_role,order_json,order_compact,order_hash,u2_range,peeq_max,surface_t_proxy,surface_t_proxy_mpa,mises_max,final_step,final_frame_time,extracted_fields,teacher_validation_status,solver_audit_status,completion_status,odb_extraction_status,nonfatal_warning_flag,patched_after_cool_initialInc_failure,pred_reward_ET_F01,pred_reward_Ridge_F03,pred_reward_Ridge_F06,pred_reward_ET_F04,pred_reward_ET_F05,model_prediction_mean,model_prediction_std,pred_uncertainty_ET_F01_std,disagreement_ET_F01_vs_Ridge_F03,disagreement_ET_F01_vs_Ridge_F06,novelty_distance_to_combined108,nearest_existing_teacher_strategy,is_probe60,is_batch20,is_batch28,is_shortlist64_run27,u2_rank_combined172_within_n,target_u2_score_combined172_rank,u2_cost_minmax_combined172_within_n,peeq_rank_combined172_within_n,target_peeq_score_combined172_rank,peeq_cost_minmax_combined172_within_n,surfaceT_rank_combined172_within_n,target_surfaceT_score_combined172_rank,surfaceT_cost_minmax_combined172_within_n,mises_rank_combined172_within_n,target_mises_score_combined172_rank,mises_cost_minmax_combined172_within_n,target_reward_combined172_u2_primary,u2_percentile_combined172_within_n,reward_percentile_combined172_within_n,reward_rank_combined172_within_n,combined172_pareto_flag_u2_peeq,combined172_pareto_flag_u2_peeq_surfaceT_mises,is_new_best_u2_within_n,is_new_best_peeq_within_n,is_new_best_surfaceT_within_n,is_new_best_mises_within_n,is_new_best_combined_reward_within_n,rank_U2_run27_within_n,score_U2_run27_within_n,cost_u2_run27_within_n,rank_PEEQ_run27_within_n,score_PEEQ_run27_within_n,cost_peeq_run27_within_n,rank_SurfaceT_run27_within_n,score_SurfaceT_run27_within_n,cost_surfaceT_run27_within_n,rank_MISES_run27_within_n,score_MISES_run27_within_n,cost_mises_run27_within_n,reward_run27_u2_primary,rank_reward_run27_within_n,metric_semantic_warning,legacy_compatibility_status,peeq_metric_source,mises_metric_source,u2_rank_combined172_plus_N32_within_n,target_u2_score_combined172_plus_N32_rank,u2_cost_minmax_combined172_plus_N32_within_n,peeq_rank_combined172_plus_N32_within_n,target_peeq_score_combined172_plus_N32_rank,peeq_cost_minmax_combined172_plus_N32_within_n,surfaceT_rank_combined172_plus_N32_within_n,target_surfaceT_score_combined172_plus_N32_rank,surfaceT_cost_minmax_combined172_plus_N32_within_n,mises_rank_combined172_plus_N32_within_n,target_mises_score_combined172_plus_N32_rank,mises_cost_minmax_combined172_plus_N32_within_n,target_reward_combined172_plus_N32_mapped_u2_primary,reward_rank_combined172_plus_N32_within_n,legacy_source_category,peeq_metric_semantics,mises_metric_semantics,final_cooling_success,source_file,source_row_index,duplicate_group_id,duplicate_aliases,compatibility_status,mises_source_missing,mises_rank_fill_policy,mises_rank_fill_value,u2_rank_within_n32,target_u2_score_n32_rank,peeq_rank_within_n32,target_peeq_score_n32_rank,surfaceT_rank_within_n32,target_surfaceT_score_n32_rank,mises_rank_within_n32,target_mises_score_n32_rank,target_reward_n32_legacy_mapped_u2_primary,target_reward_n32_strict_u2_surfaceT,reward_n32_legacy_mapped_rank,reward_n32_strict_rank,is_n32_legacy
12,N12_A12_graph_pointer_policy_diverse_02,,J2D_N12_N12_A12_graph_pointer_policy_diverse_02,probe60_run08,,graph_pointer_proxy,,,,,"[4,7,3,8,2,9,1,10,0,11,5,6]",,,0.00013954683527117595,0.16334585845470428,581337984.0,581.337984,579938048.0,step_final_cooling,1200.0,,PASS_ODB_EXTRACTED,,,,False,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,True,False,False,False,31.0,0.032258064516129004,0.8606806894276917,27.0,0.16129032258064513,0.6577448024731195,12.0,0.6451612903225806,0.11301048155839019,2.5,0.9516129032258065,0.03571428571428571,0.16532258064516125,0.967741935483871,0.09978991596638645,31.0,False,True,False,False,False,False,False,,,,,,,,,,,,,,,False,NATIVE_STAGE3,native_stage3_peeq_max,native_stage3_mises_max,31.0,0.032258064516129004,0.8606806894276917,27.0,0.16129032258064513,0.6577448024731195,12.0,0.6451612903225806,0.11301048155839019,2.5,0.9516129032258065,0.03571428571428571,0.16532258064516125,31.0,,,,,,,,,,,,,,,,,,,,,,,,,
12,N12_A13_graph_pointer_policy_anti_odd_even_novelty,,J2D_N12_N12_A13_graph_pointer_policy_anti_odd_even_novelty,probe60_run08,,graph_pointer_proxy,,,,,"[1,10,3,8,5,6,7,4,9,2,11,0]",,,7.77201084929402e-05,0.14032196998596191,581967424.0,581.967424,579939328.0,step_final_cooling,1200.0,,PASS_ODB_EXTRACTED,,,,False,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,True,False,False,False,20.0,0.3870967741935484,0.40271161218411067,1.0,1.0,0.0,16.0,0.5161290322580645,0.2345743102936814,15.5,0.532258064516129,0.75,0.5298387096774193,0.6129032258064516,0.574579831932773,15.0,True,True,False,False,False,False,False,,,,,,,,,,,,,,,False,NATIVE_STAGE3,native_stage3_peeq_max,native_stage3_mises_max,20.0,0.3870967741935484,0.40271161218411067,1.0,1.0,0.0,16.0,0.5161290322580645,0.2345743102936814,15.5,0.532258064516129,0.75,0.5298387096774193,15.0,,,,,,,,,,,,,,,,,,,,,,,,,
12,N12_A14_graph_pointer_policy_u2first_proxy,,J2D_N12_N12_A14_graph_pointer_policy_u2first_proxy,probe60_run08,,graph_pointer_proxy,,,,,"[0,5,2,6,4,7,8,3,10,1,9,11]",,,0.00010109988033946138,0.15888875722885132,581829312.0,581.829312,579938368.0,step_final_cooling,1200.0,,PASS_ODB_EXTRACTED,,,,False,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,True,False,False,False,26.0,0.19354838709677424,0.5758925825615675,22.0,0.32258064516129037,0.530414652773107,14.0,0.5806451612903225,0.20790072184317215,10.5,0.6935483870967742,0.21428571428571427,0.2830645161290323,0.8064516129032258,0.2531512605042016,24.0,False,False,False,False,False,False,False,,,,,,,,,,,,,,,False,NATIVE_STAGE3,native_stage3_peeq_max,native_stage3_mises_max,26.0,0.19354838709677424,0.5758925825615675,22.0,0.32258064516129037,0.530414652773107,14.0,0.5806451612903225,0.20790072184317215,10.5,0.6935483870967742,0.21428571428571427,0.2830645161290323,24.0,,,,,,,,,,,,,,,,,,,,,,,,,
12,N12_A15_graph_pointer_policy_balanced_dispersion_proxy,,J2D_N12_N12_A15_graph_pointer_policy_balanced_dispersion_proxy,probe60_run08,,graph_pointer_proxy,,,,,"[0,5,11,6,4,8,7,2,3,1,9,10]",,,9.216308080794988e-05,0.1593673974275589,581069312.0,581.069312,579938240.0,step_final_cooling,1200.0,,PASS_ODB_EXTRACTED,,,,False,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,True,False,False,False,25.0,0.22580645161290325,0.5096950325984676,23.0,0.29032258064516125,0.5440884118074256,7.0,0.8064516129032258,0.06112182339562939,4.0,0.9032258064516129,0.14285714285714285,0.33064516129032256,0.7741935483870968,0.31512605042016795,23.0,False,True,False,False,False,False,False,,,,,,,,,,,,,,,False,NATIVE_STAGE3,native_stage3_peeq_max,native_stage3_mises_max,25.0,0.22580645161290325,0.5096950325984676,23.0,0.29032258064516125,0.5440884118074256,7.0,0.8064516129032258,0.06112182339562939,4.0,0.9032258064516129,0.14285714285714285,0.33064516129032256,23.0,,,,,,,,,,,,,,,,,,,,,,,,,
16,N16_A01_raster_left_to_right,,J2D_N16_N16_A01_raster_left_to_right,probe60_run08,,raster,,,,,"[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15]",,,0.00024349282352886803,0.17520761489868164,587841664.0,587.841664,579948288.0,step_final_cooling,1200.0,,PASS_ODB_EXTRACTED,,,,False,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,True,False,False,False,30.0,0.06451612903225812,0.850677556021455,31.0,0.032258064516129004,0.8525228565562386,32.0,0.0,1.0,22.5,0.30645161290322576,0.9230769230769231,0.06370967741935488,0.9354838709677419,0.0,32.0,False,False,False,False,False,False,False,,,,,,,,,,,,,,,False,NATIVE_STAGE3,native_stage3_peeq_max,native_stage3_mises_max,30.0,0.06451612903225812,0.850677556021455,31.0,0.032258064516129004,0.8525228565562386,32.0,0.0,1.0,22.5,0.30645161290322576,0.9230769230769231,0.06370967741935488,32.0,,,,,,,,,,,,,,,,,,,,,,,,,
16,N16_A02_odd_even_interlaced,,J2D_N16_N16_A02_odd_even_interlaced,probe60_run08,,odd_even,,,,,"[0,2,4,6,8,10,12,14,1,3,5,7,9,11,13,15]",,,4.9715717977960594e-05,0.15370793640613556,585719808.0,585.719808,579947520.0,step_final_cooling,1200.0,,PASS_ODB_EXTRACTED,,,,False,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,True,False,False,False,9.0,0.7419354838709677,0.03768553655246089,15.0,0.5483870967741935,0.15550042874913947,30.0,0.06451612903225812,0.6943458499663498,9.0,0.7419354838709677,0.46153846153846156,0.6354838709677421,0.25806451612903225,0.7061752988047809,13.0,False,True,False,False,False,False,False,,,,,,,,,,,,,,,False,NATIVE_STAGE3,native_stage3_peeq_max,native_stage3_mises_max,9.0,0.7419354838709677,0.03768553655246089,15.0,0.5483870967741935,0.15550042874913947,30.0,0.06451612903225812,0.6943458499663498,9.0,0.7419354838709677,0.46153846153846156,0.6354838709677421,13.0,,,,,,,,,,,,,,,,,,,,,,,,,
16,N16_A03_greedy_maximin_distance,,J2D_N16_N16_A03_greedy_maximin_distance,probe60_run08,,maximin,,,,,"[0,15,7,11,3,5,9,13,1,2,4,6,8,10,12,14]",,,4.607185064742225e-05,0.1532730907201767,582927360.0,582.92736,579948160.0,step_final_cooling,1200.0,,PASS_ODB_EXTRACTED,,,,False,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,True,False,False,False,5.0,0.8709677419354839,0.02239768791157388,14.0,0.5806451612903225,0.1414026739453375,23.0,0.29032258064516125,0.29209267163890146,16.5,0.5,0.8461538461538461,0.7362903225806452,0.12903225806451613,0.8306772908366533,7.0,False,True,False,False,False,False,False,,,,,,,,,,,,,,,False,NATIVE_STAGE3,native_stage3_peeq_max,native_stage3_mises_max,5.0,0.8709677419354839,0.02239768791157388,14.0,0.5806451612903225,0.1414026739453375,23.0,0.29032258064516125,0.29209267163890146,16.5,0.5,0.8461538461538461,0.7362903225806452,7.0,,,,,,,,,,,,,,,,,,,,,,,,,
16,N16_A04_method_c_u2_first_engineering,,J2D_N16_N16_A04_method_c_u2_first_engineering,probe60_run08,,method_c,,,,,"[0,2,4,6,8,10,12,14,7,5,3,1,9,11,13,15]",,,5.043179316999158e-05,0.15182757377624512,581727104.0,581.727104,579948352.0,step_final_cooling,1200.0,,PASS_ODB_EXTRACTED,,,,False,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,True,False,False,False,10.0,0.7096774193548387,0.04068983066040429,8.0,0.7741935483870968,0.09453882293264411,12.0,0.6451612903225806,0.1191953461357623,28.5,0.11290322580645162,0.9615384615384616,0.6862903225806452,0.2903225806451613,0.7689243027888445,10.0,False,False,False,False,False,False,False,,,,,,,,,,,,,,,False,NATIVE_STAGE3,native_stage3_peeq_max,native_stage3_mises_max,10.0,0.7096774193548387,0.04068983066040429,8.0,0.7741935483870968,0.09453882293264411,12.0,0.6451612903225806,0.1191953461357623,28.5,0.11290322580645162,0.9615384615384616,0.6862903225806452,10.0,,,,,,,,,,,,,,,,,,,,,,,,,
16,N16_A05_center_out,,J2D_N16_N16_A05_center_out,probe60_run08,,center_out,,,,,"[7,8,6,9,5,10,4,11,3,12,2,13,1,14,0,15]",,,0.00027908391211894923,0.16641919314861298,582182080.0,582.18208,579946816.0,step_final_cooling,1200.0,,PASS_ODB_EXTRACTED,,,,False,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,True,False,False,False,32.0,0.0,1.0,26.0,0.19354838709677424,0.5676010579837921,17.0,0.4838709677419355,0.18473480902377637,2.5,0.9516129032258065,0.038461538461538464,0.13467741935483873,1.0,0.08764940239043821,31.0,False,False,False,False,False,False,False,,,,,,,,,,,,,,,False,NATIVE_STAGE3,native_stage3_peeq_max,native_stage3_mises_max,32.0,0.0,1.0,26.0,0.19354838709677424,0.5676010579837921,17.0,0.4838709677419355,0.18473480902377637,2.5,0.9516129032258065,0.038461538461538464,0.13467741935483873,31.0,,,,,,,,,,,,,,,,,,,,,,,,,
16,N16_A06_edge_in_alternating,,J2D_N16_N16_A06_edge_in_alternating,probe60_run08,,edge_in,,,,,"[0,15,1,14,2,13,3,12,4,11,5,10,6,9,7,8]",,,0.00020532089024527522,0.1797565519809723,581764096.0,581.764096,579947776.0,step_final_cooling,1200.0,,PASS_ODB_EXTRACTED,,,,False,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,True,False,False,False,27.0,0.16129032258064513,0.6905271758254262,32.0,0.0,1.0,13.0,0.6129032258064516,0.12452405756483419,10.0,0.7096774193548387,0.6153846153846154,0.20161290322580644,0.8387096774193549,0.1703187250996015,29.0,False,True,False,False,False,False,False,,,,,,,,,,,,,,,False,NATIVE_STAGE3,native_stage3_peeq_max,native_stage3_mises_max,27.0,0.16129032258064513,0.6905271758254262,32.0,0.0,1.0,13.0,0.6129032258064516,0.12452405756483419,10.0,0.7096774193548387,0.6153846153846154,0.20161290322580644,29.0,,,,,,,,,,,,,,,,,,,,,,,,,
