n,strategy_name,dataset_source,legacy_source_category,order_json,order_hash,u2_range,peeq_guard,peeq_max_mapped_from_peeq_guard,surface_t_proxy,surface_t_proxy_source,mises_P95_top_band,mises_max_mapped_from_mises_P95_top_band,mises_source_missing,mises_rank_fill_policy,mises_rank_fill_value,teacher_validation_status,final_cooling_success,extraction_provenance,source_file,source_row_index,duplicate_group_id,duplicate_aliases,duplicate_removed_for_training,representative_selection_reason,metric_semantic_warning,compatibility_notes
32,GNNU_A03_V01,stage2_n32_legacy,stage2_n32_gnn_rl_legacy,"[21,6,8,10,23,25,0,24,4,12,14,16,18,20,22,2,26,28,30,1,3,5,17,9,11,13,15,7,19,27,29,31]",b00d4bfd5cecd1db,0.00027789903,0.144601993560791,0.144601993560791,0.0133180833646341,surface_tensile_primary,1.933282112,1.933282112,False,source_value_used,,LEGACY_TEACHER_LABEL_COMPATIBLE,True,canonical full-field Stage 2 source; see source_file and audit report,D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\surface_tensile_gradient_full_field_label_backfill_v03\canonical_full_field_surface_gradient_teacher_labels_v03.csv,12,,GNNU_A03_V01,False,unique_order_hash,True,"peeq_max mapped from Stage 2 peeq_guard diagnostic; verify threshold semantics before final merge; surface_t_proxy mapped from full-field surface_tensile_primary; mises_max mapped from mises_P95_top_band, not literal global max | PEEQ uses Stage 2 peeq_guard proxy; Mises uses Stage 2 mises_P95_top_band proxy, not literal native Stage 3 peeq_max/global mises_max."
32,GNNU_A04_V01,stage2_n32_legacy,stage2_n32_gnn_rl_legacy,"[21,23,25,0,2,4,6,8,10,12,14,16,18,20,22,24,28,30,1,26,3,5,7,9,11,13,15,17,19,27,29,31]",054c48ab099bf14a,6.962782e-05,0.1436463065445423,0.1436463065445423,0.0064550441761141,surface_tensile_primary,1.9332788053333332,1.9332788053333332,False,source_value_used,,LEGACY_TEACHER_LABEL_COMPATIBLE,True,canonical full-field Stage 2 source; see source_file and audit report,D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\surface_tensile_gradient_full_field_label_backfill_v03\canonical_full_field_surface_gradient_teacher_labels_v03.csv,13,,GNNU_A04_V01,False,unique_order_hash,True,"peeq_max mapped from Stage 2 peeq_guard diagnostic; verify threshold semantics before final merge; surface_t_proxy mapped from full-field surface_tensile_primary; mises_max mapped from mises_P95_top_band, not literal global max | PEEQ uses Stage 2 peeq_guard proxy; Mises uses Stage 2 mises_P95_top_band proxy, not literal native Stage 3 peeq_max/global mises_max."
32,LHYB_BEAM_V01,stage2_n32_legacy,stage2_n32_full32_baseline_reference_legacy,"[0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,1,3,5,7,9,11,13,15,17,19,21,23,25,27,31,29]",139ecd672777dd34,0.00010524642,0.1475193657726049,0.1475193657726049,0.002492819928199,surface_tensile_primary,1.9332781866666664,1.9332781866666664,False,source_value_used,,LEGACY_TEACHER_LABEL_COMPATIBLE,True,canonical full-field Stage 2 source; see source_file and audit report,D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\surface_tensile_gradient_full_field_label_backfill_v03\canonical_full_field_surface_gradient_teacher_labels_v03.csv,19,,LHYB_BEAM_V01,False,unique_order_hash,True,"peeq_max mapped from Stage 2 peeq_guard diagnostic; verify threshold semantics before final merge; surface_t_proxy mapped from full-field surface_tensile_primary; mises_max mapped from mises_P95_top_band, not literal global max | PEEQ uses Stage 2 peeq_guard proxy; Mises uses Stage 2 mises_P95_top_band proxy, not literal native Stage 3 peeq_max/global mises_max."
32,LHYB_MAXH_V01,stage2_n32_legacy,stage2_n32_full32_baseline_reference_legacy,"[0,4,8,12,16,20,24,28,26,22,18,14,10,6,1,3,9,5,7,2,11,13,15,17,19,21,23,25,27,29,31,30]",a9e34dfc108c0a75,0.00014930507,0.1462439289689064,0.1462439289689064,0.0010144115886554,surface_tensile_primary,1.9332769706666668,1.9332769706666668,False,source_value_used,,LEGACY_TEACHER_LABEL_COMPATIBLE,True,canonical full-field Stage 2 source; see source_file and audit report,D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\surface_tensile_gradient_full_field_label_backfill_v03\canonical_full_field_surface_gradient_teacher_labels_v03.csv,20,,LHYB_MAXH_V01,False,unique_order_hash,True,"peeq_max mapped from Stage 2 peeq_guard diagnostic; verify threshold semantics before final merge; surface_t_proxy mapped from full-field surface_tensile_primary; mises_max mapped from mises_P95_top_band, not literal global max | PEEQ uses Stage 2 peeq_guard proxy; Mises uses Stage 2 mises_P95_top_band proxy, not literal native Stage 3 peeq_max/global mises_max."
32,LHYB_N06_V01,stage2_n32_legacy,stage2_n32_full32_baseline_reference_legacy,"[0,2,4,6,8,10,12,14,1,3,5,7,9,11,13,15,20,18,16,22,24,26,28,30,17,19,21,23,25,27,29,31]",d26c50f6900ad3df,0.000100507816,0.1511004354059696,0.1511004354059696,0.0030697517932725,surface_tensile_primary,1.933279765333333,1.933279765333333,False,source_value_used,,LEGACY_TEACHER_LABEL_COMPATIBLE,True,canonical full-field Stage 2 source; see source_file and audit report,D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\surface_tensile_gradient_full_field_label_backfill_v03\canonical_full_field_surface_gradient_teacher_labels_v03.csv,21,,LHYB_N06_V01,False,unique_order_hash,True,"peeq_max mapped from Stage 2 peeq_guard diagnostic; verify threshold semantics before final merge; surface_t_proxy mapped from full-field surface_tensile_primary; mises_max mapped from mises_P95_top_band, not literal global max | PEEQ uses Stage 2 peeq_guard proxy; Mises uses Stage 2 mises_P95_top_band proxy, not literal native Stage 3 peeq_max/global mises_max."
32,LHYB_N07_V01,stage2_n32_legacy,stage2_n32_full32_baseline_reference_legacy,"[0,2,4,6,8,10,12,14,1,3,5,7,9,15,13,11,16,18,20,22,24,26,28,30,17,19,21,23,25,27,29,31]",d90f38c12fde994e,0.00016195785,0.1505396004021168,0.1505396004021168,0.003238474658688,surface_tensile_primary,1.9332798933333333,1.9332798933333333,False,source_value_used,,LEGACY_TEACHER_LABEL_COMPATIBLE,True,canonical full-field Stage 2 source; see source_file and audit report,D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\surface_tensile_gradient_full_field_label_backfill_v03\canonical_full_field_surface_gradient_teacher_labels_v03.csv,22,,LHYB_N07_V01,False,unique_order_hash,True,"peeq_max mapped from Stage 2 peeq_guard diagnostic; verify threshold semantics before final merge; surface_t_proxy mapped from full-field surface_tensile_primary; mises_max mapped from mises_P95_top_band, not literal global max | PEEQ uses Stage 2 peeq_guard proxy; Mises uses Stage 2 mises_P95_top_band proxy, not literal native Stage 3 peeq_max/global mises_max."
32,LHYB_N08_V01,stage2_n32_legacy,stage2_n32_full32_baseline_reference_legacy,"[0,2,4,6,8,10,12,14,1,3,5,7,9,11,13,15,22,18,20,16,24,26,28,30,17,19,21,23,25,27,29,31]",4b97b6ff7179528e,0.0001197616,0.1534410969913006,0.1534410969913006,0.002855917375535,surface_tensile_primary,1.9332796373333332,1.9332796373333332,False,source_value_used,,LEGACY_TEACHER_LABEL_COMPATIBLE,True,canonical full-field Stage 2 source; see source_file and audit report,D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\surface_tensile_gradient_full_field_label_backfill_v03\canonical_full_field_surface_gradient_teacher_labels_v03.csv,23,,LHYB_N08_V01,False,unique_order_hash,True,"peeq_max mapped from Stage 2 peeq_guard diagnostic; verify threshold semantics before final merge; surface_t_proxy mapped from full-field surface_tensile_primary; mises_max mapped from mises_P95_top_band, not literal global max | PEEQ uses Stage 2 peeq_guard proxy; Mises uses Stage 2 mises_P95_top_band proxy, not literal native Stage 3 peeq_max/global mises_max."
32,LHYB_N09_V01,stage2_n32_legacy,stage2_n32_full32_baseline_reference_legacy,"[0,2,4,6,8,10,12,14,1,3,5,7,15,11,13,9,16,18,20,22,24,26,28,30,17,19,21,23,25,27,29,31]",570d20649781d3d2,0.00018464979,0.1509570279717445,0.1509570279717445,0.003694282143205,surface_tensile_primary,1.9332795946666663,1.9332795946666663,False,source_value_used,,LEGACY_TEACHER_LABEL_COMPATIBLE,True,canonical full-field Stage 2 source; see source_file and audit report,D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\surface_tensile_gradient_full_field_label_backfill_v03\canonical_full_field_surface_gradient_teacher_labels_v03.csv,24,,LHYB_N09_V01,False,unique_order_hash,True,"peeq_max mapped from Stage 2 peeq_guard diagnostic; verify threshold semantics before final merge; surface_t_proxy mapped from full-field surface_tensile_primary; mises_max mapped from mises_P95_top_band, not literal global max | PEEQ uses Stage 2 peeq_guard proxy; Mises uses Stage 2 mises_P95_top_band proxy, not literal native Stage 3 peeq_max/global mises_max."
32,LHYB_N10_V01,stage2_n32_legacy,stage2_n32_full32_baseline_reference_legacy,"[0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,1,3,5,7,9,11,13,15,17,19,21,23,25,31,27,29]",4535f9b835bb05c4,9.382871e-05,0.1479674944281578,0.1479674944281578,0.0024928862256131,surface_tensile_primary,1.933278016,1.933278016,False,source_value_used,,LEGACY_TEACHER_LABEL_COMPATIBLE,True,canonical full-field Stage 2 source; see source_file and audit report,D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\surface_tensile_gradient_full_field_label_backfill_v03\canonical_full_field_surface_gradient_teacher_labels_v03.csv,25,,LHYB_N10_V01,False,unique_order_hash,True,"peeq_max mapped from Stage 2 peeq_guard diagnostic; verify threshold semantics before final merge; surface_t_proxy mapped from full-field surface_tensile_primary; mises_max mapped from mises_P95_top_band, not literal global max | PEEQ uses Stage 2 peeq_guard proxy; Mises uses Stage 2 mises_P95_top_band proxy, not literal native Stage 3 peeq_max/global mises_max."
32,LHYB_N11_V01,stage2_n32_legacy,stage2_n32_full32_baseline_reference_legacy,"[0,8,4,6,2,10,12,14,1,3,5,7,9,11,13,15,16,18,20,22,24,26,28,30,17,19,21,23,25,27,29,31]",501b6749bdd63899,0.00018009426,0.1528380643576384,0.1528380643576384,0.0031911226183592,surface_tensile_primary,1.9332795306666668,1.9332795306666668,False,source_value_used,,LEGACY_TEACHER_LABEL_COMPATIBLE,True,canonical full-field Stage 2 source; see source_file and audit report,D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\surface_tensile_gradient_full_field_label_backfill_v03\canonical_full_field_surface_gradient_teacher_labels_v03.csv,26,,LHYB_N11_V01,False,unique_order_hash,True,"peeq_max mapped from Stage 2 peeq_guard diagnostic; verify threshold semantics before final merge; surface_t_proxy mapped from full-field surface_tensile_primary; mises_max mapped from mises_P95_top_band, not literal global max | PEEQ uses Stage 2 peeq_guard proxy; Mises uses Stage 2 mises_P95_top_band proxy, not literal native Stage 3 peeq_max/global mises_max."
32,LHYB_N12_V01,stage2_n32_legacy,stage2_n32_full32_baseline_reference_legacy,"[0,2,4,12,8,10,6,14,1,3,5,7,9,11,13,15,16,18,20,22,24,26,28,30,17,19,21,23,25,27,29,31]",21ff3d54f4a6a2a2,0.00019075078,0.1525802120566368,0.1525802120566368,0.0031964658421306,surface_tensile_primary,1.9332795733333328,1.9332795733333328,False,source_value_used,,LEGACY_TEACHER_LABEL_COMPATIBLE,True,canonical full-field Stage 2 source; see source_file and audit report,D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\surface_tensile_gradient_full_field_label_backfill_v03\canonical_full_field_surface_gradient_teacher_labels_v03.csv,27,,LHYB_N12_V01,False,unique_order_hash,True,"peeq_max mapped from Stage 2 peeq_guard diagnostic; verify threshold semantics before final merge; surface_t_proxy mapped from full-field surface_tensile_primary; mises_max mapped from mises_P95_top_band, not literal global max | PEEQ uses Stage 2 peeq_guard proxy; Mises uses Stage 2 mises_P95_top_band proxy, not literal native Stage 3 peeq_max/global mises_max."
32,LHYB_N13_V01,stage2_n32_legacy,stage2_n32_full32_baseline_reference_legacy,"[0,2,4,6,8,10,12,14,1,3,5,7,9,11,13,15,16,18,20,22,24,26,28,30,17,29,21,23,25,27,19,31]",1a8d921e3eb274bd,0.00018272015,0.1566921968758106,0.1566921968758106,0.0031199638199662,surface_tensile_primary,1.9332795306666668,1.9332795306666668,False,source_value_used,,LEGACY_TEACHER_LABEL_COMPATIBLE,True,canonical full-field Stage 2 source; see source_file and audit report,D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\surface_tensile_gradient_full_field_label_backfill_v03\canonical_full_field_surface_gradient_teacher_labels_v03.csv,28,,LHYB_N13_V01,False,unique_order_hash,True,"peeq_max mapped from Stage 2 peeq_guard diagnostic; verify threshold semantics before final merge; surface_t_proxy mapped from full-field surface_tensile_primary; mises_max mapped from mises_P95_top_band, not literal global max | PEEQ uses Stage 2 peeq_guard proxy; Mises uses Stage 2 mises_P95_top_band proxy, not literal native Stage 3 peeq_max/global mises_max."
32,LHYB_N14_V01,stage2_n32_legacy,stage2_n32_full32_baseline_reference_legacy,"[0,6,16,22,28,12,10,8,4,1,11,13,17,19,23,25,31,29,27,2,14,18,20,24,26,30,21,3,5,7,9,15]",2438428686464ea0,0.0005028265,0.1424879087507724,0.1424879087507724,0.0170823763768943,surface_tensile_primary,1.9332859733333332,1.9332859733333332,False,source_value_used,,LEGACY_TEACHER_LABEL_COMPATIBLE,True,canonical full-field Stage 2 source; see source_file and audit report,D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\surface_tensile_gradient_full_field_label_backfill_v03\canonical_full_field_surface_gradient_teacher_labels_v03.csv,29,,LHYB_N14_V01,False,unique_order_hash,True,"peeq_max mapped from Stage 2 peeq_guard diagnostic; verify threshold semantics before final merge; surface_t_proxy mapped from full-field surface_tensile_primary; mises_max mapped from mises_P95_top_band, not literal global max | PEEQ uses Stage 2 peeq_guard proxy; Mises uses Stage 2 mises_P95_top_band proxy, not literal native Stage 3 peeq_max/global mises_max."
32,LHYB_N15_V01,stage2_n32_legacy,stage2_n32_full32_baseline_reference_legacy,"[1,3,5,7,9,11,13,15,17,19,21,23,25,27,31,29,24,22,20,18,16,14,12,10,8,6,0,2,4,26,28,30]",2754975f55c127ee,8.962015e-05,0.1451372765004634,0.1451372765004634,0.0037587813351085,surface_tensile_primary,1.933277184,1.933277184,False,source_value_used,,LEGACY_TEACHER_LABEL_COMPATIBLE,True,canonical full-field Stage 2 source; see source_file and audit report,D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\surface_tensile_gradient_full_field_label_backfill_v03\canonical_full_field_surface_gradient_teacher_labels_v03.csv,30,,LHYB_N15_V01,False,unique_order_hash,True,"peeq_max mapped from Stage 2 peeq_guard diagnostic; verify threshold semantics before final merge; surface_t_proxy mapped from full-field surface_tensile_primary; mises_max mapped from mises_P95_top_band, not literal global max | PEEQ uses Stage 2 peeq_guard proxy; Mises uses Stage 2 mises_P95_top_band proxy, not literal native Stage 3 peeq_max/global mises_max."
32,LHYB_PARH_V01,stage2_n32_legacy,stage2_n32_full32_baseline_reference_legacy,"[0,2,4,6,8,1,3,5,7,9,11,13,15,17,19,21,23,25,27,31,29,10,12,14,16,18,20,22,24,26,28,30]",f53bf3257a4c0035,0.00011807042,0.1494225899875164,0.1494225899875164,0.0063245046969325,surface_tensile_primary,1.9332805333333332,1.9332805333333332,False,source_value_used,,LEGACY_TEACHER_LABEL_COMPATIBLE,True,canonical full-field Stage 2 source; see source_file and audit report,D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\surface_tensile_gradient_full_field_label_backfill_v03\canonical_full_field_surface_gradient_teacher_labels_v03.csv,31,,LHYB_PARH_V01,False,unique_order_hash,True,"peeq_max mapped from Stage 2 peeq_guard diagnostic; verify threshold semantics before final merge; surface_t_proxy mapped from full-field surface_tensile_primary; mises_max mapped from mises_P95_top_band, not literal global max | PEEQ uses Stage 2 peeq_guard proxy; Mises uses Stage 2 mises_P95_top_band proxy, not literal native Stage 3 peeq_max/global mises_max."
32,LHYB_PIMG_V01,stage2_n32_legacy,stage2_n32_full32_baseline_reference_legacy,"[0,2,4,6,8,1,3,5,7,9,11,13,15,17,10,12,14,16,18,20,22,24,26,19,21,23,25,27,31,29,28,30]",d575ddf82b4726dc,0.0001932829,0.1659872452914715,0.1659872452914715,0.0021355838814491,surface_tensile_primary,1.933280384,1.933280384,False,source_value_used,,LEGACY_TEACHER_LABEL_COMPATIBLE,True,canonical full-field Stage 2 source; see source_file and audit report,D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\surface_tensile_gradient_full_field_label_backfill_v03\canonical_full_field_surface_gradient_teacher_labels_v03.csv,32,,LHYB_PIMG_V01,False,unique_order_hash,True,"peeq_max mapped from Stage 2 peeq_guard diagnostic; verify threshold semantics before final merge; surface_t_proxy mapped from full-field surface_tensile_primary; mises_max mapped from mises_P95_top_band, not literal global max | PEEQ uses Stage 2 peeq_guard proxy; Mises uses Stage 2 mises_P95_top_band proxy, not literal native Stage 3 peeq_max/global mises_max."
